[390.77353, 266.31049;
 278.34818, 210.36411;
 261.6788, 211.70436;
 269.60297, 214.36201;
 265.11584, 217.91037;
 263.50003, 212.62512;
 250.58131, 217.87502;
 279.49835, 211.48485;
 248.49916, 231.73674;
 243.21649, 236.38895;
 233.42184, 236.56035;
 243.68517, 228.10835;
 273.93033, 271.93396;
 230.4949, 250.98653;
 243.26611, 230.85808;
 253.63446, 224.13506;
 255.42545, 225.03957;
 266.26929, 223.0569;
 249.33539, 224.45773;
 249.94402, 226.30376;
 249.85039, 230.34134;
 259.22372, 222.39793;
 271.56238, 216.99873;
 251.17308, 221.87192;
 259.40726, 215.12376;
 240.99124, 230.89169;
 269.98251, 217.58327;
 273.87375, 219.07095;
 253.69356, 221.56682;
 244.0703, 229.33105;
 276.93802, 216.87125;
 230.7016, 234.28513;
 285.1196, 213.97209;
 233.76256, 237.77335;
 268.76822, 226.29811;
 276.12762, 261.35095;
 288.32993, 215.0786;
 239.10165, 252.36026;
 232.59311, 258.53229;
 245.36951, 234.13046;
 317.1662, 298.85538;
 322.74088, 287.45334;
 251.59343, 262.89331;
 330.88388, 282.61099;
 340.83163, 287.73944;
 219.61067, 250.0999;
 240.52087, 233.52007;
 240.28601, 237.75359;
 230.33012, 240.01239;
 230.07368, 241.80531;
 253.64227, 231.86497;
 257.8075, 218.51303;
 219.41309, 249.12872;
 213.71703, 245.64609;
 377.66986, 290.1572;
 362.8204, 291.5094;
 234.71368, 235.43791;
 208.9071, 250.36072;
 383.71582, 263.89651;
 373.86978, 292.78104;
 330.08371, 288.77481;
 381.77673, 285.98099;
 366.94238, 289.25464;
 353.5018, 271.1514;
 367.58258, 267.36136;
 362.94653, 293.42343;
 392.40945, 269.90295;
 358.36737, 294.7337;
 381.00372, 298.35315;
 386.599, 265.60208;
 299.6062, 263.1586;
 398.7449, 257.69781;
 310.23053, 275.09738;
 246.12059, 261.29181;
 221.40039, 254.7307;
 304.53897, 277.06699;
 316.56552, 282.80096;
 338.45438, 284.10098;
 374.12259, 295.45819;
 217.04697, 246.87738;
 213.6149, 251.82185;
 223.47195, 240.66035;
 372.61188, 260.81213;
 223.71208, 242.09491;
 230.7366, 237.51343;
 222.22643, 251.5795;
 222.09319, 248.70682;
 218.68314, 255.85208;
 206.20975, 254.67522;
 218.38161, 252.36292;
 231.78993, 246.74513;
 227.47473, 245.78429;
 227.26093, 255.42595;
 206.86517, 256.03568;
 202.48178, 254.87431;
 204.29335, 251.67041;
 202.59723, 257.23126;
 232.55, 266.39154;
 220.77081, 240.94548;
 234.45476, 234.4615;
 238.55634, 235.42989;
 271.48776, 266.86035;
 252.67387, 263.67117;
 235.04582, 258.79196;
 257.25732, 253.49883;
 239.89616, 250.00243;
 288.85095, 265.00095;
 289.54401, 287.76849;
 269.05389, 257.50977;
 230.32822, 260.00378;
 268.05368, 271.11942;
 233.73026, 243.99023;
 277.74338, 266.57773;
 280.83084, 269.87234;
 261.62054, 263.59027;
 239.39471, 253.10262;
 230.16762, 254.8651;
 224.17381, 238.19714;
 252.8494, 264.34109;
 266.1777, 259.21939;
 232.75529, 240.94659;
 263.12872, 261.08929;
 235.95166, 256.70938;
 308.58261, 275.44986;
 250.83041, 251.36426;
 275.72296, 261.18375;
 295.66321, 270.20782;
 231.036, 243.99907;
 226.93388, 242.037;
 244.01335, 246.55359;
 279.86081, 258.10721;
 261.48901, 252.43321;
 240.46292, 240.59872;
 234.84259, 250.44577;
 223.00107, 239.81038;
 267.37195, 253.59064;
 252.59688, 249.64201;
 323.62817, 272.27353;
 339.04694, 282.60248;
 237.2168, 240.36787;
 315.11346, 265.10349;
 360.47305, 279.05972;
 370.71765, 290.22189;
 348.6427, 283.29025;
 289.43375, 259.64169;
 298.14447, 273.44077;
 342.18802, 273.76645;
 309.57297, 247.73604;
 315.48706, 271.82852;
 234.4007, 230.47762;
 247.72134, 228.70973;
 382.96777, 287.66425;
 387.82257, 273.10144;
 383.6727, 264.5455;
 383.67078, 259.31671;
 391.06979, 282.7475;
 231.32506, 230.92206;
 371.87381, 283.68234;
 373.88354, 279.41547;
 241.50925, 221.36145;
 233.20673, 236.68309;
 356.56369, 221.74649;
 338.59619, 216.14667;
 322.03802, 212.60089;
 345.8775, 226.58789;
 394.67047, 263.24548;
 327.68677, 220.85852;
 286.75974, 226.60263;
 307.51233, 223.41556;
 335.80319, 221.84299;
 402.14584, 261.84256;
 393.75165, 269.61295;
 352.78537, 224.26961;
 400.38708, 255.57437;
 393.26285, 259.89389;
 314.95944, 221.88342;
 393.08075, 244.10159;
 405.7814, 248.88339;
 377.13467, 229.14053;
 396.57098, 235.27119;
 404.97571, 243.00024;
 415.95218, 239.202;
 409.5148, 237.73216;
 289.43613, 206.40176;
 306.11984, 212.09914;
 388.13614, 231.77428;
 393.42926, 254.15785;
 343.21277, 217.75797;
 352.02408, 219.55655;
 369.07761, 222.24409;
 362.43231, 224.31325;
 396.33209, 231.36789;
 388.02499, 227.29387;
 381.83514, 229.2874;
 352.29248, 227.59781;
 403.65222, 238.51875;
 363.95755, 224.56664;
 379.99399, 249.88095;
 407.87387, 248.50676;
 395.69113, 282.30487;
 393.79251, 231.04544;
 413.63062, 239.70575;
 231.16737, 245.4959;
 313.03497, 210.71649;
 336.70712, 213.33136;
 333.61713, 210.0636;
 335.68314, 211.27625;
 335.82077, 210.54324;
 334.93478, 213.5788;
 349.87296, 224.15985;
 407.79877, 242.76509;
 363.15863, 225.91542;
 370.84082, 220.7175;
 353.47681, 216.79301;
 397.85291, 237.7944;
 362.80881, 216.19806;
 380.54248, 230.14795;
 248.23914, 253.57368;
 325.97903, 273.68066;
 345.099, 214.6431;
 398.35129, 244.68053;
 407.56873, 240.54312;
 412.37964, 235.05922;
 416.54645, 232.60533;
 413.19998, 237.92268;
 308.2879, 274.73047;
 379.50311, 226.2874;
 315.07983, 274.70679;
 366.17105, 227.01106;
 373.43097, 220.77364;
 317.01889, 213.01201;
 352.14688, 218.52863;
 361.86429, 217.75815;
 234.89206, 227.58473;
 237.22562, 233.98532;
 256.73541, 216.09727;
 376.31323, 221.79245;
 387.17761, 257.85251;
 402.90701, 258.63837;
 393.57321, 247.98616;
 401.36069, 251.05515;
 408.44397, 244.73633;
 417.13947, 238.59181;
 326.68384, 218.08957;
 334.49768, 219.12129;
 320.21906, 272.5563;
 402.65149, 247.91866;
 369.76929, 287.37012;
 363.04901, 285.99902;
 390.44949, 280.4393;
 385.29297, 294.10272;
 348.01404, 282.32809;
 391.88443, 263.04376;
 396.19742, 272.68109;
 390.1181, 276.88184;
 386.55685, 280.52521;
 299.82935, 265.96295;
 336.5863, 278.03094;
 305.79849, 272.79715;
 384.22513, 290.04843;
 402.47037, 254.60764;
 396.39304, 238.8027;
 386.73651, 235.35608;
 376.34885, 233.38631;
 382.59442, 297.17865;
 384.33167, 243.489;
 392.42398, 237.37352;
 404.73035, 247.17845;
 364.62897, 237.16522;
 358.61719, 230.52341;
 368.86383, 231.17157;
 372.26117, 223.70828;
 356.89224, 222.79408;
 335.24753, 281.1535;
 325.81506, 276.12961;
 375.51929, 251.72391;
 407.19266, 241.12428;
 400.11829, 234.38229;
 390.82013, 254.19676;
 387.55603, 260.14905;
 383.41623, 274.3063;
 383.62183, 237.3098;
 388.17062, 259.74805;
 329.88358, 274.34564;
 327.46072, 275.32693;
 355.70987, 285.17972;
 370.71085, 267.60791;
 352.04904, 276.48178;
 382.94299, 281.49442;
 325.12231, 277.60986;
 281.72995, 268.20755;
 300.30865, 272.09531;
 346.25864, 283.63107;
 369.89276, 288.72879;
 319.26151, 276.55945;
 383.71896, 284.39059;
 286.38556, 267.21286;
 338.86206, 280.31161;
 304.81955, 270.68228;
 362.22015, 289.24625;
 374.89163, 278.17676;
 380.95599, 266.02023;
 339.09354, 275.55396;
 371.69968, 284.505;
 349.83661, 278.8801;
 384.23276, 236.46866;
 391.50085, 244.44113;
 390.01056, 258.2699;
 383.41205, 250.8756;
 376.78833, 250.46228;
 396.48886, 253.46327;
 387.44037, 224.12651;
 372.47253, 252.008;
 369.59354, 291.31757;
 379.63983, 242.82629;
 424.00986, 240.31784;
 395.98575, 260.65866;
 324.17126, 281.12506;
 388.90167, 271.08624;
 301.56262, 272.9198;
 378.384, 296.75085;
 376.44284, 285.25323;
 386.20761, 263.49286;
 411.38965, 243.24088;
 392.1449, 242.90517;
 312.60278, 280.83243;
 312.84448, 276.35187;
 327.04105, 274.85007;
 392.58237, 277.91791;
 384.00839, 273.42047;
 385.8847, 278.70764;
 383.40765, 286.58945;
 314.80685, 276.86847;
 307.58121, 278.57333;
 319.86035, 272.94232;
 405.03534, 256.29108;
 415.66177, 241.20726;
 348.20453, 283.92505;
 332.45297, 279.96582;
 297.20404, 277.15472;
 276.82156, 270.66565;
 290.89185, 271.04248;
 379.42889, 282.74393;
 392.51938, 259.10132;
 398.45099, 249.34514;
 397.68954, 265.51257;
 357.15204, 275.80743;
 348.49652, 284.17761;
 287.13849, 272.56873;
 298.85089, 273.28925;
 278.22049, 267.26413;
 280.22327, 270.6832;
 288.03049, 271.19562;
 340.85599, 221.66087;
 399.11993, 237.68918;
 378.12653, 245.99921;
 382.17999, 288.62854;
 395.44391, 241.17343;
 385.56192, 251.62878;
 393.24503, 289.3154;
 274.31265, 272.20389;
 384.4621, 239.47745;
 247.94138, 238.98949;
 233.90149, 253.09132;
 223.31052, 243.55954;
 225.11534, 251.70398;
 242.77147, 253.7505;
 212.14809, 252.50082;
 236.66074, 240.67026;
 230.01398, 256.64917;
 220.49771, 254.73807;
 230.37193, 253.30754;
 222.81358, 242.57529;
 212.64496, 250.45508;
 240.86826, 258.74295;
 228.5304, 247.63484;
 233.45753, 242.86238;
 222.37367, 253.24765;
 236.63205, 249.90855;
 233.98122, 232.10757;
 231.87398, 239.03221;
 244.14688, 235.01915;
 217.54242, 247.24118;
 223.50481, 251.92072;
 230.51991, 254.41676;
 358.49805, 225.30942;
 394.46326, 249.67171;
 231.04311, 246.14842;
 205.88179, 252.07878;
 224.14886, 242.92632;
 226.81424, 246.06097;
 336.42538, 224.30792;
 231.95644, 235.35594;
 220.6066, 243.77629;
 216.79543, 256.2222;
 206.95923, 259.9342;
 218.65437, 254.08006;
 380.13077, 236.03691;
 200.94154, 252.76888;
 206.42667, 256.18311;
 230.54753, 234.44151;
 348.24805, 283.97482;
 257.03278, 264.40286;
 266.35587, 262.85553;
 247.85173, 259.10635;
 259.31012, 263.31607;
 307.09384, 213.72481;
 303.53656, 275.11484;
 399.52081, 252.60349;
 298.65781, 221.08234;
 261.24295, 258.27942;
 235.49312, 263.34262;
 385.37775, 274.50131;
 363.37695, 289.09473;
 234.0472, 234.72447;
 239.39896, 246.49092;
 250.42839, 238.00256;
 246.46844, 230.35039;
 234.08794, 253.11267;
 244.3036, 230.78828;
 323.53885, 216.55891;
 265.65265, 226.14618;
 215.168, 252.80003;
 256.70352, 222.40971;
 281.52737, 216.04224;
 290.13297, 210.53291;
 269.45306, 219.10083;
 251.98723, 227.06578;
 374.98245, 234.47635;
 261.70654, 219.14282;
 360.19452, 224.18336;
 366.7551, 230.44756;
 343.49603, 220.39824;
 355.42944, 224.93224;
 298.79572, 213.36134;
 369.21548, 290.58093;
 378.50357, 286.3862;
 381.90231, 265.77893;
 263.11118, 207.81242;
 274.2493, 207.33099;
 293.95941, 253.18404;
 284.05832, 210.0677;
 326.39841, 216.00793;
 331.40945, 222.18782;
 252.29948, 220.87355;
 310.27194, 212.6669;
 314.26926, 217.50302;
 250.48502, 229.83194;
 246.70337, 221.72459;
 338.5455, 222.32794;
 257.70831, 232.46034;
 264.64767, 236.79382;
 349.38977, 287.87979;
 381.0863, 251.94562;
 248.74156, 250.20912;
 306.83566, 222.63252;
 307.32037, 249.41354;
 278.91089, 254.40221;
 321.97681, 220.10643;
 263.71182, 227.55553;
 304.2066, 214.9696;
 264.58517, 257.95572;
 360.22079, 244.08165;
 362.77246, 282.93506;
 321.4332, 270.97968;
 312.20642, 220.72414;
 274.6438, 218.02705;
 339.33167, 251.4899;
 337.57867, 230.30112;
 260.32867, 210.3441;
 298.63806, 215.96387;
 318.97363, 276.98978;
 265.60492, 208.89954;
 275.45236, 202.43144;
 291.25757, 206.28867;
 253.94211, 211.70784;
 264.45697, 218.79073;
 253.92827, 213.79898;
 273.58463, 210.90666;
 328.63113, 237.08087;
 262.90762, 206.17538;
 288.15976, 213.27278;
 329.11075, 224.19977;
 245.3942, 228.72366;
 322.86343, 216.25989;
 268.98697, 214.09889;
 275.1889, 213.87134;
 281.56738, 211.14111;
 266.88602, 211.82422;
 260.91156, 209.35364;
 279.60706, 210.42267;
 273.62674, 208.13051;
 271.80728, 201.34074;
 287.27783, 204.48523;
 257.16586, 208.731;
 269.46231, 203.72958;
 259.1987, 215.83748;
 272.02756, 214.27058;
 271.4975, 206.62761;
 269.08856, 204.65871;
 265.37842, 200.76062;
 280.99753, 206.33398;
 354.58777, 217.79712;
 254.29616, 218.70905;
 265.74115, 214.73996;
 293.08377, 210.97476;
 287.01065, 212.64563;
 356.2634, 222.16309;
 414.03702, 255.0627;
 407.69452, 264.32132;
 212.38864, 253.4359;
 250.83771, 216.58105;
 284.93082, 205.70412;
 371.83276, 239.21564;
 352.90231, 233.83566;
 395.78513, 233.9433;
 209.19873, 251.64531;
 221.41875, 246.98827;
 222.94267, 238.13174;
 218.71045, 255.67758;
 213.67554, 251.03009;
 378.89438, 278.62259;
 320.76071, 218.44804;
 277.02634, 217.14543;
 251.70729, 216.29315;
 337.40753, 221.55525;
 204.53966, 257.00906;
 244.34512, 222.07242;
 285.97394, 217.3885;
 409.24554, 238.02953;
 205.22516, 255.90675;
 354.27502, 290.00208;
 257.27505, 221.19849;
 382.81265, 256.78137;
 233.51523, 254.55849;
 356.20309, 227.55495;
 253.5997, 230.76028;
 378.51221, 302.8877;
 232.6338, 239.24892;
 224.85306, 252.16791;
 242.11011, 256.38165;
 251.68498, 259.42569;
 230.62474, 243.36642;
 221.83069, 238.79707;
 230.89923, 242.95979;
 220.00928, 252.31851;
 227.09135, 243.05544;
 393.953, 236.25461;
 398.30634, 255.64592;
 397.77094, 240.7039;
 356.3345, 283.08783;
 215.29105, 256.08197;
 260.62808, 260.87244;
 384.46753, 266.70697;
 232.23599, 260.44974;
 252.8246, 229.48026;
 240.71992, 232.52582;
 249.7657, 234.41641;
 233.15366, 231.5672;
 246.71295, 245.93431;
 304.34769, 256.93561;
 386.29477, 246.75137;
 292.10458, 273.81772;
 408.19025, 243.54115;
 284.79776, 275.03192;
 295.57812, 268.22098;
 301.49811, 274.99088;
 334.1514, 276.18835;
 389.84702, 263.11108;
 372.91705, 282.37341;
 379.05045, 289.43375;
 397.28787, 247.8777;
 389.8222, 235.37061;
 380.72604, 228.73431;
 365.09647, 292.49786;
 372.78595, 291.99698;
 376.44196, 294.64798;
 392.81848, 257.93359;
 312.11243, 279.05258;
 374.77994, 231.36197;
 336.75381, 238.80084;
 361.67816, 232.48396;
 361.2128, 269.18903;
 348.81213, 245.38042;
 376.91055, 243.29584;
 401.95651, 238.472;
 363.39822, 228.80254;
 325.2634, 251.87158;
 385.0654, 277.9549;
 392.60031, 275.41849;
 365.8855, 228.10895;
 362.7399, 224.4158;
 311.72104, 280.96722;
 403.21149, 261.10007;
 210.34302, 260.53897;
 223.22517, 250.47508;
 343.23337, 225.93532;
 266.74985, 214.61076;
 383.63052, 256.99191;
 257.62177, 222.65201;
 235.84891, 244.02364;
 234.69647, 240.34071;
 385.12598, 258.50565;
 249.39769, 268.30869;
 327.59006, 223.55731;
 266.17084, 272.85849;
 257.65979, 227.42896;
 259.14719, 209.33257;
 383.95035, 257.25497;
 308.14688, 285.82523;
 370.98859, 300.72571;
 349.84528, 295.22354;
 264.34869, 205.89989;
 399.04666, 259.57693;
 383.78146, 257.70374;
 247.97844, 236.1333;
 385.07635, 258.58978;
 385.37042, 258.74857;
 228.03232, 265.13708;
 385.55988, 258.93179;
 277.92169, 213.64586;
 220.59718, 258.0806;
 286.42148, 223.17464;
 263.19287, 221.13155;
 259.94696, 222.84102;
 232.23438, 247.80672;
 243.94672, 239.26883;
 250.7724, 226.76175;
 382.6713, 303.40396;
 268.17651, 213.89268;
 268.77975, 208.06927;
 342.07419, 224.14151;
 266.35956, 219.35019;
 257.49103, 224.1763;
 260.33688, 209.86377;
 256.26871, 218.30992;
 333.31076, 225.58382;
 244.1465, 236.61398;
 355.14609, 226.64996;
 247.15732, 268.16675;
 244.63921, 234.01436;
 264.59503, 214.29201;
 246.58963, 236.47557;
 412.42621, 241.85362;
 247.9409, 226.80507;
 280.75909, 218.63077;
 343.32816, 227.21002;
 339.33218, 229.26854;
 226.38223, 261.68018;
 243.29103, 242.69341;
 246.84819, 233.49489;
 255.01141, 225.22395;
 261.16745, 217.36646;
 203.92421, 258.84665;
 278.22333, 214.97882;
 216.69218, 257.51703;
 273.741, 209.6252;
 270.05353, 277.69498;
 238.49881, 252.89972;
 259.03247, 229.56358;
 279.21033, 215.19507;
 320.17056, 223.95067;
 248.06587, 265.87381;
 391.91769, 242.08127;
 249.83543, 240.87672;
 263.09915, 206.93288;
 328.00058, 221.04704;
 267.46515, 209.38947;
 340.11014, 225.72763;
 368.91635, 228.52106;
 365.40939, 230.7981;
 224.36282, 245.17273;
 246.35384, 227.58925;
 223.70471, 255.21062;
 257.68521, 231.31474;
 298.86795, 221.54303;
 312.24893, 222.11226;
 257.58972, 221.55042;
 221.9987, 265.73795;
 235.40593, 245.49254;
 242.79445, 237.72443;
 261.96722, 216.98082;
 267.3855, 223.13612;
 238.04643, 239.46182;
 235.5556, 259.95328;
 248.53024, 270.73553;
 270.22214, 209.56085;
 223.46811, 258.53802;
 315.86108, 222.07057;
 204.27681, 260.94836;
 248.14433, 238.45909;
 240.20015, 230.52386;
 300.06387, 219.62756;
 240.90361, 240.75121;
 251.66283, 231.44649;
 276.62564, 213.38704;
 353.60892, 231.60252;
 336.0033, 222.07706;
 353.93506, 299.14432;
 399.78622, 239.52261;
 252.94469, 249.40077;
 230.52928, 259.09222;
 260.233, 233.7821;
 257.9657, 229.05157;
 268.17865, 221.52539;
 282.37015, 215.67456;
 330.44165, 226.70667;
 245.40939, 245.25531;
 272.37891, 228.21716;
 284.64035, 219.83945;
 229.50145, 253.91711;
 323.27216, 217.98473;
 368.39865, 232.32436;
 245.84618, 253.15721;
 237.37785, 241.13768;
 264.11429, 210.50931;
 291.32083, 217.93361;
 265.61536, 222.23222;
 288.76346, 281.81705;
 252.06055, 245.52769;
 231.43558, 251.6501;
 217.06261, 258.96603;
 273.39618, 217.45016;
 269.16394, 277.06;
 308.5979, 219.57855;
 254.93083, 222.94997;
 422.85025, 234.65692;
 389.14551, 291.67145;
 261.39758, 212.51746;
 389.62793, 266.47061;
 294.90924, 221.31108;
 386.61856, 299.54715;
 327.56042, 225.51917;
 386.20969, 241.35239;
 301.23233, 215.52403;
 271.78314, 210.88078;
 387.08441, 249.42874;
 395.47083, 279.90964;
 230.45279, 260.84094;
 304.87125, 216.64832;
 304.25458, 232.40047;
 287.86624, 217.37971;
 229.62376, 242.86823;
 253.43906, 231.59406;
 262.07446, 208.34113;
 383.05878, 277.52911;
 408.48096, 283.06473;
 254.87167, 219.57668;
 305.93091, 284.48297;
 404.59659, 241.32658;
 393.39474, 261.17416;
 342.85159, 227.21083;
 241.59671, 227.0836;
 240.83319, 232.05331;
 266.29272, 216.82893;
 251.0414, 223.36427;
 259.14911, 213.9118;
 243.81967, 236.14542;
 262.60626, 220.35217;
 271.29068, 211.50771;
 231.22481, 237.03665;
 254.95949, 224.52106;
 266.2897, 221.4485;
 238.10974, 270.56021;
 287.17532, 221.72342;
 382.03583, 301.40482;
 270.76892, 210.01196;
 226.87698, 261.86929;
 252.47185, 233.30006;
 406.26566, 238.54671;
 297.2048, 214.42647;
 282.40601, 212.40752;
 263.66568, 226.8792;
 266.33292, 215.97763;
 274.67444, 219.86763;
 258.11365, 276.93481;
 412.49954, 238.97655;
 265.8241, 212.94754;
 260.71115, 220.33327;
 271.71304, 213.79994;
 269.30316, 209.98711;
 337.19672, 219.66994;
 317.32526, 219.41287;
 367.23965, 228.76169;
 335.50815, 222.05025;
 387.83548, 234.6743;
 263.90417, 206.45038;
 213.54411, 254.93701;
 203.11829, 259.54807;
 266.08423, 223.41608;
 376.96658, 232.85379;
 331.17371, 222.40327;
 355.55661, 222.22705;
 347.29504, 220.97379;
 321.68134, 217.57556;
 299.64877, 215.78166;
 395.8779, 237.17772;
 340.68546, 224.37697;
 278.25049, 213.34183;
 406.61392, 291.25378;
 279.4967, 219.04248;
 288.67618, 216.25098;
 280.04599, 224.30377;
 400.6853, 278.20496;
 262.11856, 270.069;
 280.29361, 272.5538;
 266.76196, 226.64999;
 268.3671, 224.13548;
 400.68817, 236.52682;
 224.43991, 246.00427;
 381.02133, 253.86128;
 306.23407, 217.92336;
 399.41196, 303.29059;
 245.86385, 231.37833;
 323.77414, 221.82278;
 225.43951, 252.38078;
 279.21265, 208.51405;
 244.004, 239.21213;
 232.36707, 248.07674;
 232.88731, 252.5061;
 260.6123, 218.11137;
 235.33607, 242.53218;
 263.61426, 225.0786;
 245.2247, 232.39716;
 237.99361, 245.04533;
 273.00699, 211.51364;
 253.16936, 221.90681;
 250.27892, 224.70537;
 236.58609, 242.35526;
 338.46112, 222.39513;
 263.06448, 218.62997;
 240.32353, 226.31253;
 243.46297, 239.27629;
 267.97061, 213.90858;
 221.53795, 264.13675;
 270.38797, 211.1694;
 231.07097, 245.47131;
 240.34761, 231.80516;
 253.46947, 225.39424;
 266.86987, 219.6683;
 307.043, 219.68085;
 417.12686, 259.52686;
 345.12997, 224.72318;
 220.00763, 257.00958;
 405.65353, 282.13272;
 235.23404, 248.02901;
 244.25552, 257.06647;
 299.62366, 217.28026;
 254.2641, 230.39403;
 225.54492, 261.83063;
 320.53549, 222.41463;
 224.85228, 246.16743;
 215.52974, 257.89386;
 276.32013, 220.41785;
 248.53183, 230.47098;
 265.40939, 223.46204;
 368.2067, 298.05377;
 419.46976, 252.67827;
 266.41574, 213.30251;
 259.59946, 210.68948;
 267.21994, 213.47906;
 269.64313, 209.08475;
 238.35747, 239.81848;
 259.23367, 222.72;
 358.95547, 229.4913;
 415.42703, 263.84546;
 404.46722, 267.08908;
 327.83554, 225.37697;
 309.69577, 220.95392;
 256.8819, 212.81653;
 230.39929, 267.89951;
 258.87274, 276.57227;
 257.80026, 229.83173;
 338.59738, 233.69101;
 226.33757, 253.3718;
 245.00471, 258.87488;
 258.89426, 227.89279;
 255.99261, 223.11308;
 270.08176, 236.13835;
 251.33754, 213.39166;
 394.53064, 296.89084;
 381.46661, 272.66663;
 428.45248, 251.94214;
 384.19638, 249.66832;
 296.35855, 222.69841;
 282.07263, 221.25198;
 276.02222, 213.84648;
 268.09216, 229.584;
 341.49368, 244.7179;
 314.26556, 222.41922;
 275.95483, 222.53319;
 330.66913, 224.99748;
 333.41284, 232.19765;
 292.35931, 218.58476;
 238.85214, 258.42532;
 278.42157, 222.10751;
 425.69427, 244.33913;
 249.89026, 274.69016;
 354.43704, 234.04088;
 219.75473, 264.71933;
 254.56947, 230.70355;
 259.79395, 214.18497;
 266.21246, 208.60892;
 263.73166, 209.62373;
 225.98772, 247.49583;
 236.22618, 236.82794;
 344.30875, 228.30777;
 276.09192, 215.04343;
 306.11359, 220.68781;
 300.07574, 216.33788;
 228.69083, 259.37146;
