[334.11322, 171.97449;
 223.11664, 192.78448;
 211.76146, 214.5049;
 255.13255, 199.87369;
 257.42685, 183.46004;
 277.62177, 179.62006;
 246.23914, 193.61488;
 214.25406, 193.25832;
 291.87076, 176.81189;
 311.53925, 173.60126;
 214.85426, 201.27771;
 218.04828, 210.78259;
 249.33649, 186.14809;
 268.49475, 184.2876;
 226.02963, 196.88899;
 217.6454, 188.51691;
 222.75291, 194.35617;
 232.64912, 193.7037;
 223.57877, 200.99022;
 214.1057, 196.38214;
 220.57375, 217.33353;
 255.33443, 193.2532;
 214.8766, 201.03864;
 216.96178, 204.55443;
 246.67119, 184.50714;
 253.92615, 188.659;
 228.83572, 243.92604;
 219.12004, 240.31978;
 228.71854, 256.91611;
 240.61768, 196.75996;
 290.34756, 180.5383;
 277.19516, 185.83582;
 266.41684, 182.87321;
 296.67947, 187.10892;
 293.74469, 185.52;
 313.70752, 180.80388;
 305.84082, 184.8842;
 231.76958, 271.36258;
 220.42003, 273.83395;
 285.80814, 188.32146;
 302.14127, 181.50113;
 310.17868, 174.77812;
 329.2485, 183.55879;
 331.64566, 205.59578;
 333.96228, 195.6068;
 321.84381, 179.79686;
 338.89523, 207.97746;
 327.46222, 183.13895;
 332.6438, 191.63019;
 232.82607, 296.12286;
 297.24478, 179.54277;
 225.39096, 307.58215;
 340.62921, 223.74797;
 318.51376, 229.41367;
 332.77695, 235.90887;
 328.82175, 227.56943;
 344.12244, 226.69716;
 336.86362, 216.4129;
 243.36673, 199.21666;
 234.97655, 295.96487;
 236.22249, 193.67157;
 215.24529, 209.60463;
 335.10516, 210.50829;
 325.53879, 181.82642;
 335.04834, 201.62149;
 229.58382, 270.83963;
 309.1846, 225.55478;
 334.28745, 244.17664;
 282.10007, 187.00105;
 326.44891, 192.90031;
 317.90262, 178.52925;
 322.40598, 190.27489;
 352.53281, 254.90681;
 346.38196, 240.09219;
 350.22675, 237.18181;
 314.75089, 234.70038;
 244.63133, 263.82016;
 239.20088, 346.06555;
 225.09062, 190.77281;
 229.47034, 201.22174;
 227.31305, 192.39534;
 210.93777, 196.78105;
 211.2946, 202.76683;
 216.30139, 201.25127;
 330.39468, 185.7233;
 318.8732, 202.75305;
 349.07846, 206.92049;
 231.18947, 334.89343;
 236.01901, 302.10757;
 293.57605, 192.97328;
 348.01154, 243.83424;
 268.16315, 329.32626;
 354.49112, 285.13364;
 326.00058, 188.56201;
 333.7641, 259.51053;
 356.62811, 254.94907;
 317.96741, 190.35422;
 270.81573, 183.16425;
 251.08192, 190.18326;
 249.18718, 198.38435;
 260.59045, 190.06139;
 251.44441, 198.7468;
 336.09778, 215.0052;
 344.17596, 311.00247;
 314.23398, 184.55238;
 309.44144, 187.72298;
 314.08884, 187.15968;
 337.42618, 205.93248;
 235.02647, 205.59903;
 255.61133, 202.13937;
 342.61987, 230.92346;
 246.89662, 193.38576;
 237.76318, 200.01923;
 238.1196, 322.37146;
 264.9136, 331.5408;
 217.11354, 203.45761;
 297.3219, 194.77336;
 310.60175, 175.12889;
 234.8777, 195.85049;
 312.85278, 206.72939;
 256.9408, 210.36223;
 219.84299, 254.29253;
 308.39777, 322.37881;
 225.04068, 214.98637;
 216.50226, 209.33035;
 214.75824, 209.27513;
 221.97394, 222.06566;
 359.34351, 272.65997;
 366.66364, 293.42624;
 264.39359, 247.32741;
 254.37352, 254.32437;
 358.35938, 309.95398;
 331.2825, 306.47879;
 374.23505, 316.63263;
 346.60779, 333.20239;
 319.65717, 344.93625;
 217.77353, 228.83376;
 214.84831, 229.84363;
 213.25337, 216.32935;
 312.85583, 295.13184;
 243.02246, 255.87183;
 294.58792, 333.11517;
 329.02438, 308.87088;
 222.39146, 233.35764;
 244.21127, 265.88904;
 224.86983, 265.98132;
 231.27867, 258.29175;
 233.19789, 277.01395;
 253.1994, 324.95712;
 241.07306, 333.4711;
 222.98595, 251.44551;
 222.05699, 269.81061;
 230.27089, 328.49399;
 238.22937, 341.28427;
 310.70773, 310.53064;
 268.33493, 332.00836;
 248.9281, 293.00568;
 281.53293, 328.47534;
 267.15829, 317.04205;
 303.45645, 312.97238;
 255.34921, 329.51721;
 237.46817, 302.71313;
 239.87022, 325.9866;
 226.77419, 312.97144;
 228.9523, 336.30789;
 235.22702, 324.84091;
 238.06624, 311.29272;
 291.31369, 332.54028;
 271.76822, 323.43692;
 299.53467, 323.12988;
 229.21486, 279.07095;
 244.96681, 324.0585;
 271.58868, 324.00269;
 229.84805, 289.15546;
 236.3157, 292.04526;
 224.43658, 286.05908;
 275.66144, 307.08322;
 296.85922, 308.77383;
 302.80942, 319.08652;
 297.6763, 296.1499;
 252.3887, 310.31528;
 283.17346, 316.94461;
 266.8793, 316.38297;
 275.72601, 294.81717;
 228.20615, 334.45285;
 280.72311, 321.77576;
 244.24065, 331.53482;
 277.67712, 306.5618;
 282.00781, 325.3504;
 220.17093, 233.37585;
 240.20746, 289.71878;
 219.66325, 243.32193;
 230.00772, 278.80811;
 228.20981, 259.75467;
 215.58606, 217.76894;
 218.04379, 210.06685;
 236.69762, 203.22537;
 247.7679, 208.53304;
 281.53357, 205.94765;
 218.31171, 204.67992;
 227.21776, 220.02486;
 223.65437, 209.40941;
 249.97173, 211.1058;
 246.96381, 200.6124;
 258.29175, 208.75548;
 214.96178, 202.2522;
 235.1636, 198.24257;
 218.08865, 221.9953;
 244.44928, 198.77286;
 260.35666, 212.44939;
 263.69531, 196.47661;
 254.96217, 241.74713;
 228.43051, 225.91321;
 237.88095, 187.31451;
 230.41487, 253.0152;
 221.8391, 197.92172;
 236.00685, 213.85191;
 254.02417, 197.26099;
 216.56128, 233.24791;
 229.43544, 197.78523;
 279.03922, 206.02585;
 222.15614, 249.33272;
 221.91194, 203.38568;
 296.38025, 178.71513;
 257.77893, 187.0943;
 233.72008, 194.30345;
 289.75192, 187.03156;
 221.64911, 267.01068;
 263.63983, 188.04346;
 241.94215, 193.59497;
 240.30737, 201.18196;
 213.21616, 208.15027;
 239.23076, 197.16144;
 249.40506, 198.79637;
 241.35519, 206.20937;
 228.15483, 201.89743;
 245.79305, 187.65535;
 210.40616, 197.48633;
 243.86519, 197.08633;
 223.00803, 200.72925;
 211.9321, 222.38986;
 210.78613, 207.65282;
 260.28207, 189.63229;
 260.61478, 197.01605;
 254.96184, 232.03304;
 223.603, 234.31522;
 271.75262, 190.37509;
 283.86493, 192.91312;
 277.86819, 193.98825;
 285.26019, 188.88548;
 290.13278, 190.22449;
 264.81845, 192.74718;
 270.28305, 192.91348;
 305.89902, 183.60777;
 244.97636, 207.0486;
 229.263, 243.20528;
 273.79584, 195.95042;
 282.23352, 189.86836;
 301.24356, 187.90182;
 257.17728, 197.67003;
 211.30034, 217.64153;
 216.90631, 214.81508;
 294.98843, 187.9408;
 233.74118, 206.68353;
 313.41599, 179.36038;
 304.49997, 187.51515;
 329.06024, 182.44109;
 278.89856, 214.1499;
 261.82104, 200.57002;
 211.60074, 200.07512;
 283.61331, 183.88574;
 298.27869, 189.97998;
 293.58768, 182.95395;
 296.6413, 195.48164;
 252.50401, 191.4928;
 232.59596, 193.79253;
 234.78326, 205.63687;
 226.4809, 228.13834;
 219.16237, 216.67165;
 278.31854, 196.52998;
 223.56221, 197.00327;
 231.32729, 351.40488;
 317.08917, 175.69614;
 383.99713, 329.9501;
 376.99817, 307.67874;
 349.28897, 225.9231;
 309.07663, 324.72989;
 325.92014, 193.65863;
 337.94366, 299.77628;
 285.13684, 311.8735;
 335.34314, 322.00421;
 294.85889, 328.64114;
 347.9501, 314.03009;
 244.63736, 288.13086;
 296.20529, 328.41525;
 309.0976, 355.05847;
 216.82585, 283.91623;
 321.88037, 322.06625;
 242.95337, 337.10632;
 367.93369, 332.54184;
 312.85144, 341.77124;
 283.56973, 344.85504;
 255.8331, 318.04871;
 228.11626, 323.73975;
 282.75949, 324.24979;
 244.46886, 321.78293;
 342.35532, 335.77936;
 345.4935, 222.7515;
 351.08215, 239.87166;
 290.45343, 188.34323;
 285.41153, 191.14906;
 298.99301, 180.67358;
 273.92612, 189.52145;
 279.20438, 183.33255;
 293.79062, 184.75204;
 319.40387, 180.02791;
 311.73578, 174.12256;
 358.63004, 261.69739;
 380.94702, 320.86771;
 259.07446, 186.88896;
 245.23091, 199.96179;
 220.90448, 225.48643;
 238.78476, 189.13351;
 328.0878, 185.15089;
 340.14185, 209.51672;
 336.99667, 229.55171;
 342.6795, 248.63988;
 354.93054, 263.28763;
 218.18153, 192.74922;
 223.6797, 250.58609;
 222.29561, 235.75308;
 253.48553, 187.82928;
 305.06, 187.50143;
 306.72995, 180.69055;
 226.88333, 202.35172;
 344.6246, 226.40082;
 224.53117, 203.49849;
 228.57108, 213.96753;
 331.2619, 191.72542;
 287.5408, 188.16902;
 324.60345, 230.5455;
 219.3763, 205.7878;
 267.46051, 192.69737;
 375.62045, 310.64096;
 327.09506, 203.38037;
 335.41357, 264.65244;
 226.03926, 219.72719;
 334.88388, 198.3015;
 256.86798, 202.34076;
 265.58304, 194.94011;
 278.40576, 194.84241;
 298.17505, 189.0636;
 226.02124, 270.6904;
 220.09799, 208.90253;
 228.99066, 213.09055;
 238.94635, 187.44815;
 259.55801, 188.42265;
 275.707, 188.0329;
 279.55374, 184.26311;
 296.03067, 185.22847;
 255.48494, 190.19006;
 315.46951, 177.12065;
 227.74887, 200.04907;
 227.23207, 199.74275;
 299.89484, 180.02266;
 329.73087, 179.1339;
 319.51556, 179.35944;
 233.7093, 332.16995;
 290.71002, 186.39018;
 237.54561, 206.02548;
 268.02304, 194.08916;
 311.70145, 183.55421;
 307.1629, 183.28381;
 356.85635, 223.64693;
 287.56293, 189.01282;
 267.50732, 187.1362;
 229.63977, 196.83557;
 290.80453, 183.63733;
 270.79507, 186.27792;
 250.17413, 188.43028;
 224.6521, 246.9595;
 232.99509, 325.16376;
 345.03116, 219.62862;
 279.04218, 196.30948;
 223.30486, 231.36133;
 261.36169, 195.10016;
 319.11258, 174.35643;
 279.93958, 183.34587;
 326.40265, 176.14018;
 291.15317, 185.6162;
 226.70758, 200.61084;
 255.45888, 188.39925;
 229.69308, 192.19263;
 250.05363, 193.59016;
 275.70432, 184.55031;
 295.11713, 178.4248;
 240.75139, 200.75749;
 221.69688, 220.88382;
 339.40265, 211.67903;
 322.46674, 185.12315;
 270.66177, 188.60704;
 342.13321, 321.31946;
 341.68958, 319.44662;
 340.92444, 313.95456;
 227.63188, 190.65791;
 344.22513, 215.9059;
 316.51407, 181.83185;
 234.08469, 342.22577;
 232.97176, 320.35086;
 267.66306, 184.88348;
 336.91946, 192.47531;
 305.4426, 181.10036;
 325.21606, 177.29642;
 311.42047, 183.31116;
 286.01987, 182.4406;
 265.53656, 186.64035;
 340.73453, 313.254;
 379.54697, 296.48425;
 332.2811, 176.41711;
 334.758, 171.99651;
 358.36676, 227.70892;
 351.46863, 235.10889;
 232.93582, 316.60764;
 286.33041, 318.68536;
 286.60962, 183.78044;
 287.8158, 182.94267;
 247.63399, 189.83255;
 270.78363, 189.38281;
 344.72284, 335.54462;
 306.86481, 181.77428;
 220.78978, 212.50278;
 275.21744, 185.94559;
 246.83043, 199.90259;
 307.74921, 181.33574;
 249.78204, 190.5807;
 256.02786, 187.9866;
 367.34988, 247.37604;
 340.22031, 212.73781;
 219.64674, 199.5229;
 260.93127, 191.84167;
 259.15668, 203.00757;
 250.36804, 191.64844;
 345.89053, 227.52095;
 327.3931, 174.30241;
 271.74319, 217.24364;
 327.77808, 200.41663;
 221.37466, 221.24373;
 304.45029, 198.02347;
 229.71521, 201.52583;
 283.2894, 199.06897;
 346.89871, 224.15805;
 326.02164, 175.9277;
 313.56543, 321.91617;
 279.8071, 185.16843;
 236.09125, 193.4306;
 227.51987, 193.26614;
 320.10031, 179.23224;
 379.5022, 309.65292;
 224.09959, 208.75055;
 368.00922, 307.79108;
 218.21118, 203.61157;
 300.29636, 183.38286;
 254.55513, 194.87656;
 250.4232, 195.39076;
 241.32452, 203.87;
 297.15176, 320.19659;
 285.02457, 323.51501;
 244.44835, 342.37668;
 378.79651, 296.34122;
 220.6561, 225.11623;
 227.90828, 214.22713;
 227.81328, 274.93933;
 211.73236, 207.67674;
 214.05659, 201.3671;
 271.35068, 327.24643;
 226.26334, 271.66016;
 339.93204, 205.87254;
 328.89786, 181.44281;
 232.85262, 332.69336;
 310.41888, 314.25891;
 327.65396, 182.55951;
 348.26099, 299.01346;
 322.38193, 180.31151;
 351.492, 230.17369;
 345.64819, 217.67337;
 275.42328, 189.0161;
 239.87776, 190.88492;
 362.61853, 307.45258;
 315.12558, 181.23492;
 269.13995, 190.66228;
 248.30243, 201.11095;
 267.00055, 195.5159;
 330.53748, 177.43401;
 287.39886, 190.38474;
 307.38339, 188.76135;
 311.69592, 180.67741;
 330.54138, 298.74579;
 218.23073, 213.76561;
 269.78598, 327.00241;
 335.32169, 190.85677;
 333.81705, 194.85506;
 270.82712, 190.86119;
 320.02823, 197.02246;
 299.2807, 198.16077;
 327.31186, 191.94214;
 329.86044, 293.57843;
 219.14333, 219.32043;
 269.55786, 319.70013;
 259.9346, 197.4467;
 259.267, 338.99518;
 217.18867, 209.98021;
 269.7048, 321.25592;
 371.14581, 272.21927;
 248.4581, 189.90071;
 288.0318, 182.82167;
 268.94086, 185.16449;
 327.58682, 174.98781;
 311.33661, 176.74002;
 358.68469, 229.75052;
 334.57419, 175.65662;
 349.5159, 209.84497;
 325.65131, 177.55022;
 270.15482, 189.3063;
 288.15839, 192.79167;
 331.57776, 176.23849;
 354.04779, 220.72729;
 358.93851, 225.15973;
 240.98538, 199.77982;
 369.27753, 253.48933;
 354.73785, 212.34164;
 367.63907, 251.85172;
 214.37988, 199.02985;
 344.31802, 197.918;
 377.38391, 303.20514;
 295.64008, 341.10443;
 237.69205, 200.08344;
 222.19829, 197.43169;
 243.31888, 236.32983;
 350.84048, 305.78168;
 373.97241, 283.97614;
 308.88217, 188.31097;
 251.58113, 188.69856;
 228.5919, 276.08331;
 364.10004, 318.64795;
 230.76625, 211.974;
 302.04416, 187.10004;
 278.68155, 201.72633;
 316.43835, 179.60063;
 288.785, 313.2312;
 322.98071, 192.77042;
 296.16953, 186.58661;
 276.87775, 187.98515;
 256.0889, 196.8495;
 261.77191, 197.83009;
 347.6665, 227.59909;
 334.02512, 184.79314;
 306.96481, 186.43562;
 286.77271, 190.93707;
 293.74231, 196.97812;
 260.39789, 323.46835;
 328.58313, 181.04692;
 295.59506, 183.33214;
 361.82855, 303.61472;
 246.06737, 330.30127;
 337.30911, 315.84085;
 227.40257, 202.94679;
 248.63326, 197.41728;
 306.93637, 180.23268;
 240.97462, 200.95541;
 271.26779, 333.74597;
 338.79523, 211.5168;
 350.26312, 304.20898;
 220.42937, 213.43227;
 350.54434, 295.86884;
 271.64975, 331.96466;
 228.22879, 192.54373;
 322.15027, 184.97343;
 315.60379, 179.18971;
 288.00677, 186.79938;
 266.63318, 195.9894;
 221.02065, 197.50493;
 341.34171, 209.34845;
 314.84064, 180.08252;
 327.54343, 187.16164;
 221.76892, 221.68364;
 311.61264, 314.87924;
 323.53833, 318.83286;
 284.75488, 326.17642;
 246.99258, 202.10411;
 258.92804, 199.26646;
 358.24057, 253.51419;
 326.42044, 241.25485;
 336.6387, 225.78918;
 350.19513, 237.57237;
 330.68973, 182.43848;
 318.77646, 187.48236;
 224.86467, 240.35124;
 282.14548, 192.92374;
 252.33728, 205.62103;
 353.84457, 241.50122;
 324.53705, 191.74103;
 227.52931, 267.55347;
 298.81577, 190.61082;
 300.55078, 196.86304;
 339.16669, 199.82394;
 255.52036, 192.35373;
 300.08316, 344.60593;
 380.85672, 302.0499;
 329.93506, 189.8687;
 370.21249, 260.29074;
 353.0076, 220.04634;
 347.22543, 302.09082;
 284.9859, 205.61592;
 246.77563, 207.38757;
 234.1161, 319.0347;
 228.96463, 216.39536;
 333.13785, 215.12021;
 278.59674, 203.90073;
 365.1189, 271.50305;
 222.64034, 208.12686;
 235.33366, 202.51251;
 228.70549, 216.73268;
 303.71881, 192.84117;
 328.24551, 202.50294;
 291.34842, 210.09158;
 283.18637, 194.68602;
 291.89484, 190.05807;
 311.75491, 184.39073;
 253.16327, 206.05054;
 335.62964, 201.35812;
 378.08417, 307.84546;
 258.70193, 332.42459;
 230.34036, 239.36304;
 240.07545, 194.05759;
 329.70441, 222.06885;
 275.05023, 185.98709;
 338.55841, 229.85455;
 358.6998, 264.87683;
 329.97168, 195.58955;
 228.21692, 199.7832;
 258.96075, 314.75049;
 389.95734, 322.05997;
 331.20935, 191.2496;
 328.97614, 184.72089;
 369.5383, 315.55344;
 308.14368, 191.03703;
 254.95833, 189.99535;
 225.58127, 202.19255;
 339.64822, 209.50493;
 294.17987, 198.81421;
 215.82059, 194.3741;
 344.29251, 229.30183;
 333.78259, 218.12129;
 319.43472, 193.7417;
 241.64786, 206.43759;
 230.29453, 202.64819;
 223.2886, 236.24672;
 310.90677, 191.4402;
 226.39938, 209.65109;
 310.19977, 188.6418;
 221.25031, 222.06937;
 231.83928, 216.39124;
 262.90494, 204.51476;
 270.40729, 190.49077;
 212.32721, 209.52379;
 368.39682, 321.45822;
 381.61411, 316.26608;
 236.98814, 206.06238;
 332.6185, 188.77467;
 219.85579, 203.66585;
 216.92072, 192.87892;
 278.50955, 186.81984;
 325.13232, 193.55717;
 313.18112, 187.39149;
 251.55905, 198.72202;
 234.85678, 193.35828;
 329.54544, 181.78561;
 227.71202, 216.05164;
 219.90271, 218.13809;
 221.64949, 216.65088;
 227.36832, 196.79172;
 220.43117, 202.33562;
 224.62321, 196.98724;
 239.10703, 204.14484;
 319.48236, 184.77756;
 269.25867, 202.90642;
 233.75987, 330.85217;
 226.92744, 203.60944;
 233.36006, 332.63403;
 271.89374, 330.08914;
 329.20169, 186.71469;
 275.98999, 185.71075;
 325.82892, 178.85262;
 231.36813, 321.33194;
 381.64316, 315.11273;
 365.17007, 305.63977;
 234.44611, 345.8501;
 345.97977, 222.89182;
 297.70038, 177.8364;
 319.00702, 176.34233;
 226.3866, 190.97437;
 297.80823, 184.68585;
 235.58424, 193.27524;
 314.12308, 174.6176;
 260.30515, 192.37503;
 282.55435, 190.73811;
 249.20068, 197.74617;
 238.68684, 203.65128;
 219.76112, 214.78677;
 224.358, 195.21559;
 283.40991, 315.62119;
 376.36942, 293.69553;
 271.90308, 330.31628;
 340.45612, 287.22592;
 229.42699, 193.43103;
 318.16241, 183.50145;
 262.81491, 345.53479;
 256.74612, 192.67519;
 337.56601, 307.57916;
 220.5847, 211.50993;
 216.51077, 194.64088;
 373.91092, 293.85538;
 230.57037, 308.64334;
 230.38754, 201.30748;
 260.89252, 192.06888;
 269.91251, 194.14514;
 383.32004, 316.68582;
 354.47629, 238.15454;
 251.50313, 203.30635;
 223.83794, 244.0527;
 226.21434, 199.18536;
 248.82584, 194.57202;
 329.2702, 177.15506;
 230.43571, 201.80736;
 289.86743, 342.26733;
 342.05042, 217.55133;
 291.07254, 185.05208;
 262.37033, 200.36844;
 288.88895, 186.13466;
 308.19452, 180.27361;
 269.14896, 190.48611;
 228.13493, 195.73911;
 221.72713, 224.73024;
 233.59601, 332.64407;
 349.08713, 302.65433;
 272.78775, 325.10175;
 233.69135, 332.49506;
 351.31329, 306.90344;
 233.78984, 330.31018;
 272.92529, 325.14548;
 266.90271, 191.11282;
 272.73193, 324.97791;
 318.36597, 184.48409;
 313.95554, 191.22047;
 246.93829, 194.49658;
 272.04422, 193.15372;
 251.1982, 195.89359;
 268.20486, 190.86095;
 381.38086, 299.54028;
 272.57919, 325.24567;
 271.0477, 193.8036;
 351.26608, 306.957;
 352.13232, 308.43118;
 352.07816, 308.22556;
 352.17435, 308.30972;
 221.64784, 222.46414;
 223.50002, 241.91835;
 355.22626, 226.41808;
 268.26505, 185.8967;
 343.40118, 212.99506;
 343.36905, 206.47614;
 347.96692, 225.61934;
 358.53641, 251.12273]
