[252.9902, 304.57568;
 225.54056, 285.23434;
 267.3541, 271.14178;
 208.93652, 291.34891;
 333.66647, 300.9975;
 349.86334, 335.29492;
 364.44839, 323.58859;
 295.62085, 278.25034;
 292.40784, 289.40271;
 347.60995, 315.36621;
 237.7711, 282.3609;
 362.06277, 338.65857;
 256.25586, 287.43549;
 297.18353, 291.64703;
 329.67569, 290.15848;
 329.7533, 306.28418;
 229.40161, 287.9852;
 215.67477, 292.04041;
 265.27094, 274.54474;
 274.32593, 276.32028;
 288.45261, 294.11588;
 270.67865, 274.39734;
 287.59192, 261.67303;
 317.56519, 301.93942;
 325.94626, 314.23523;
 304.25275, 293.25211;
 275.7471, 287.28314;
 362.18567, 336.03174;
 311.68198, 296.59229;
 253.57109, 275.82901;
 239.71126, 282.19495;
 240.51932, 296.31412;
 232.61594, 290.19141;
 290.34583, 354.32108;
 274.13901, 279.0564;
 253.39325, 278.85822;
 356.86938, 333.56833;
 358.04297, 326.02353;
 325.20377, 304.9754;
 334.02191, 293.65802;
 278.90189, 361.92239;
 294.0383, 298.19336;
 239.68372, 282.12787;
 224.40335, 302.20041;
 223.69341, 287.0813;
 287.89282, 272.06854;
 291.98795, 275.14304;
 299.06064, 282.00339;
 310.96628, 284.64786;
 341.82211, 308.76413;
 350.96405, 320.47067;
 353.51785, 330.22781;
 336.89041, 309.42172;
 322.98776, 306.5025;
 321.86789, 302.95413;
 363.37155, 325.33783;
 352.42892, 345.10449;
 287.21631, 356.82526;
 213.83723, 298.27612;
 207.70424, 292.72675;
 286.12067, 280.83368;
 345.77567, 319.68378;
 308.39053, 354.06293;
 328.39703, 308.0014;
 251.1104, 286.52881;
 228.19315, 288.7778;
 207.72475, 293.94321;
 321.53799, 334.42902;
 300.06424, 358.6394;
 291.01361, 361.32556;
 261.81024, 277.6329;
 260.21063, 281.02267;
 312.42349, 291.51862;
 340.46436, 315.71835;
 334.58865, 315.37439;
 207.99924, 295.98169;
 362.263, 337.42651;
 319.08719, 322.69702;
 329.47302, 308.33411;
 224.00479, 295.45557;
 217.46121, 297.38025;
 222.92728, 312.06586;
 220.43674, 300.57593;
 200.9843, 296.38269;
 278.29596, 270.32605;
 284.29779, 277.31882;
 308.6767, 293.44693;
 299.41904, 292.58395;
 335.03165, 297.09872;
 302.87283, 285.81299;
 303.90292, 281.79776;
 314.99127, 298.79163;
 315.57407, 300.96609;
 352.20538, 321.86646;
 318.98557, 324.87961;
 328.30161, 353.9689;
 280.42627, 269.26987;
 283.79349, 289.12894;
 303.7959, 296.5932;
 279.85977, 276.94019;
 265.69431, 281.09283;
 269.82977, 275.65405;
 286.58194, 283.30573;
 287.62, 280.90012;
 277.43604, 280.20322;
 266.2872, 279.5939;
 281.46664, 273.51474;
 301.41013, 301.62708;
 320.96393, 299.5386;
 210.49265, 296.53119;
 236.96986, 284.17517;
 317.18195, 301.51462;
 308.5119, 298.58786;
 294.80423, 278.04465;
 337.42328, 334.09531;
 349.09973, 334.85742;
 221.14311, 307.05099;
 276.5054, 271.8063;
 235.58112, 287.39355;
 286.6879, 272.36826;
 249.25288, 281.12213;
 282.108, 357.47888;
 362.32474, 329.72626;
 352.08539, 320.42807;
 354.64017, 323.92337;
 318.80966, 307.81827;
 331.65616, 304.34082;
 339.43301, 314.22409;
 285.68961, 275.74414;
 289.38583, 279.35278;
 329.26852, 340.30441;
 343.78568, 337.65042;
 351.67371, 318.86676;
 246.59674, 327.14566;
 260.50009, 328.33789;
 233.31839, 291.90628;
 234.6949, 325.84506;
 217.71417, 297.39862;
 256.42987, 337.07535;
 225.42522, 291.85403;
 223.96318, 294.57346;
 217.01122, 303.87067;
 269.60287, 361.26239;
 303.9451, 351.15759;
 247.36557, 285.04077;
 300.27725, 290.48779;
 275.18317, 277.21646;
 306.89752, 279.97586;
 348.44348, 318.94882;
 347.10846, 317.58527;
 344.18994, 330.11627;
 325.98199, 347.75052;
 365.83817, 330.3479;
 344.10684, 315.04507;
 344.29269, 322.30527;
 281.09262, 273.93576;
 271.93317, 274.34314;
 305.93387, 302.49216;
 286.82874, 305.20517;
 241.28264, 285.59055;
 241.29025, 287.29816;
 292.04761, 296.50327;
 281.46365, 272.36508;
 268.63983, 276.45807;
 297.38965, 284.39142;
 287.28406, 283.07867;
 281.07141, 275.36249;
 290.11545, 277.21051;
 239.09009, 288.18414;
 288.45062, 281.2569;
 281.08337, 274.56332;
 292.29791, 274.39609;
 270.92233, 273.82016;
 228.33267, 306.43793;
 283.39346, 265.40216;
 260.80444, 285.67709;
 297.23477, 300.57755;
 274.36649, 276.29355;
 336.20572, 339.19208;
 329.8092, 335.8222;
 308.83163, 350.26822;
 305.01108, 360.70178;
 252.50507, 286.26212;
 276.70496, 281.54312;
 268.32498, 278.40622;
 252.13277, 285.41586;
 223.03734, 310.08331;
 302.03052, 284.09579;
 231.77867, 316.16263;
 281.98105, 369.53598;
 314.086, 286.78867;
 304.75269, 284.04672;
 293.30914, 281.34457;
 317.29617, 306.72839;
 300.02448, 359.3884;
 317.15491, 351.51682;
 299.00702, 282.18497;
 307.36221, 288.32327;
 350.24808, 329.33713;
 269.66788, 278.59625;
 263.49454, 276.02328;
 319.88083, 297.68875;
 322.02951, 296.73441;
 310.86548, 288.44727;
 290.91519, 287.02402;
 318.88083, 295.0806;
 235.17157, 293.76529;
 316.86749, 294.4819;
 259.40521, 357.35461;
 241.38414, 292.69666;
 260.51468, 281.0882;
 289.82486, 289.43622;
 283.39743, 302.4418;
 276.10388, 275.1998;
 276.35721, 273.41379;
 305.16324, 287.68042;
 331.00693, 307.21225;
 287.39008, 273.37125;
 284.60696, 273.39471;
 297.26086, 274.20563;
 353.31842, 321.12579;
 318.20898, 308.78204;
 349.25909, 327.97617;
 324.08859, 296.23093;
 317.48892, 308.12277;
 257.48962, 345.0582;
 240.4884, 324.37054;
 257.05582, 348.58875;
 260.11377, 289.13782;
 299.13342, 304.01816;
 328.49896, 295.52631;
 287.07071, 296.62347;
 363.4617, 326.25171;
 281.96194, 272.75446;
 278.58395, 278.61185;
 224.63644, 310.5347;
 317.43259, 311.95465;
 331.64966, 301.61874;
 268.31903, 277.88599;
 249.82968, 287.8938;
 247.51401, 292.4538;
 210.3513, 294.07004;
 275.30042, 365.78223;
 272.78131, 338.22998;
 266.33472, 352.63007;
 277.24512, 360.96597;
 276.70416, 371.58078;
 276.573, 293.76709;
 267.8335, 285.73727;
 267.19434, 359.83054;
 315.09171, 351.27554;
 275.37643, 289.5968;
 312.49503, 310.47537;
 304.13458, 341.95908;
 240.87315, 286.08569;
 350.45139, 331.3038;
 276.39316, 285.05029;
 257.73187, 278.6395;
 278.54453, 277.44379;
 282.15707, 271.77774;
 274.4874, 273.71698;
 235.67436, 285.55197;
 312.81491, 293.10294;
 285.36349, 287.34406;
 284.97607, 276.38522;
 311.5733, 296.25519;
 342.23306, 313.78278;
 250.18083, 292.42764;
 268.61328, 298.05743;
 320.23456, 304.59918;
 265.93158, 283.70154;
 267.22885, 279.95419;
 233.64182, 295.44287;
 229.39076, 287.76099;
 337.1528, 336.49179;
 293.75626, 280.11786;
 348.51059, 329.92923;
 330.80951, 303.48956;
 353.28534, 329.07291;
 342.17377, 320.43094;
 334.08914, 313.47906;
 327.16052, 353.26678;
 359.94876, 339.61157;
 342.22156, 308.97607;
 355.81784, 318.38055;
 328.90146, 310.51038;
 301.47009, 286.5701;
 336.64694, 309.88324;
 348.14517, 316.21255;
 300.62512, 290.80154;
 299.39215, 281.93069;
 290.39017, 276.87952;
 363.85165, 324.25391;
 215.37645, 296.88995;
 277.68277, 270.61246;
 347.72989, 334.12592;
 274.75992, 271.3902;
 308.99817, 286.44925;
 269.15039, 275.76456;
 280.68839, 271.97415;
 323.42963, 305.9176;
 322.51535, 304.41293;
 322.06448, 295.37119;
 332.53784, 291.05539;
 227.94881, 283.6976;
 264.83398, 344.25549;
 285.25812, 363.68469;
 325.07611, 346.07782;
 238.2357, 324.00446;
 272.17902, 281.01437;
 288.01053, 280.20657;
 251.34785, 277.92838;
 282.3381, 266.68304;
 333.57294, 295.00977;
 299.59296, 359.95178;
 241.26761, 279.46579;
 245.64894, 278.06302;
 275.46222, 282.44241;
 277.19611, 278.43893;
 281.56485, 267.56177;
 286.73242, 280.71716;
 266.09186, 271.74274;
 351.36499, 320.65729;
 344.82874, 318.51614;
 327.68674, 300.7536;
 270.53128, 272.21991;
 288.75537, 266.83649;
 351.82471, 317.12451;
 292.75568, 276.73956;
 327.79498, 293.61026;
 309.8718, 281.41653;
 324.6853, 287.49747;
 322.66223, 289.95749;
 219.93626, 287.20126;
 222.10501, 297.79813;
 295.11725, 286.84229;
 300.92313, 279.63776;
 314.85837, 293.35861;
 328.9599, 290.87335;
 240.40311, 286.2052;
 226.53966, 287.37161;
 354.3793, 333.98761;
 245.85178, 286.60803;
 289.30075, 358.37982;
 255.94417, 273.44626;
 352.45221, 316.80682;
 363.19769, 328.89661;
 209.96878, 290.32953;
 324.56525, 287.03815;
 351.40237, 333.20889;
 354.60184, 328.33389;
 340.27478, 313.21304;
 286.92084, 272.37259;
 345.72855, 306.32922;
 340.83258, 324.13306;
 289.27481, 276.72806;
 343.90057, 306.67316;
 321.06351, 299.51596;
 358.77292, 331.21301;
 297.6012, 353.00867;
 263.9259, 284.08698;
 269.79523, 274.73209;
 346.62073, 316.38962;
 266.08026, 279.23715;
 315.96497, 284.04544;
 211.96864, 294.21808;
 233.94539, 283.99881;
 329.24399, 363.05148;
 361.04065, 329.17807;
 256.53674, 279.15298;
 268.46664, 271.77499;
 362.1051, 319.15091;
 263.11496, 273.5173;
 291.16119, 277.2016;
 266.53833, 277.00555;
 284.03931, 364.52795;
 373.05835, 342.13513;
 219.54451, 291.15649;
 271.90894, 273.03271;
 338.25598, 306.09473;
 309.6037, 288.24365;
 326.11847, 293.39197;
 279.39618, 363.577;
 265.64102, 274.0274;
 329.51096, 344.27988;
 341.46677, 308.74918;
 324.13242, 286.61258;
 327.19199, 291.95612;
 267.89792, 270.80072;
 208.62721, 297.21896;
 264.83795, 274.58426;
 231.24377, 285.85172;
 283.39188, 276.15527;
 293.20065, 280.64609;
 309.17267, 286.08942;
 284.76804, 264.44049;
 324.8045, 291.50674;
 349.517, 334.58786;
 363.02588, 326.82358;
 358.74539, 324.04385;
 363.61469, 324.24377;
 317.54514, 288.96854;
 325.02756, 312.76324;
 333.84613, 293.5365;
 336.07803, 297.18448;
 236.33821, 284.40558;
 271.96414, 273.13025;
 273.58392, 279.38165;
 356.76523, 329.90277;
 287.7099, 358.42606;
 236.55524, 284.46545;
 224.70131, 301.96912;
 221.69299, 312.70892;
 229.4818, 287.37875;
 284.58157, 279.80756;
 301.32364, 279.62012;
 293.5939, 273.37338;
 326.03693, 303.10138;
 256.05353, 274.19156;
 348.24152, 315.49622;
 334.70337, 340.68753;
 237.17113, 283.75333;
 239.37076, 316.91782;
 239.85724, 296.67508;
 256.80844, 310.08438;
 264.29831, 277.98596;
 230.37206, 291.69363;
 218.87518, 293.8075;
 250.29141, 330.66333;
 211.65973, 295.11835;
 301.53677, 356.3844;
 285.62628, 336.24686;
 309.71216, 300.94928;
 283.80499, 272.02676;
 285.79886, 279.95853;
 309.46454, 284.74985;
 314.61673, 296.90424;
 351.07761, 309.82053;
 355.89841, 315.46561;
 228.07687, 307.40424;
 217.30939, 302.95483;
 364.41226, 330.37878;
 211.02104, 290.88733;
 332.11304, 346.87836;
 294.05817, 274.00961;
 307.3465, 283.42368;
 237.43193, 283.39978;
 232.44878, 305.29892;
 247.16161, 325.82565;
 254.57578, 335.42014;
 231.1701, 309.38107;
 244.71974, 278.15656;
 298.60248, 295.66418;
 320.58615, 302.50842;
 282.74924, 278.20453;
 265.92194, 291.94897;
 267.24237, 278.89014;
 294.6243, 285.61328;
 338.66296, 306.99438;
 262.65402, 274.44687;
 305.56967, 289.92322;
 321.32724, 307.50925;
 318.19516, 348.68982;
 343.77618, 326.63376;
 305.57227, 291.51834;
 272.04416, 269.69083;
 297.97375, 275.96512;
 237.49773, 283.62656;
 275.44562, 275.06592;
 330.19611, 308.00323;
 244.51576, 287.08627;
 302.94467, 285.53479;
 306.58255, 292.58807;
 290.32108, 277.69455;
 340.69702, 315.66364;
 338.73724, 310.46927;
 325.81137, 348.38345;
 358.7439, 330.0845;
 356.96835, 328.97217;
 333.51724, 306.75421;
 328.16614, 298.02402;
 239.69958, 280.36618;
 231.66533, 288.36508;
 239.51108, 327.53012;
 246.77594, 337.03085;
 229.59122, 320.76877;
 244.82886, 331.13205;
 213.6725, 294.21765;
 310.79865, 293.51566;
 299.81827, 290.70004;
 291.9957, 283.15384;
 356.63943, 311.40625;
 359.07977, 315.30981;
 340.3873, 311.14401;
 343.61429, 325.75943;
 263.24249, 282.36786;
 224.51144, 285.94397;
 268.45532, 353.4071;
 343.76849, 337.29535;
 219.2133, 299.16415;
 319.76349, 301.32379;
 347.53741, 336.11484;
 352.00162, 326.65329;
 210.27466, 292.29175;
 225.7393, 309.57239;
 218.68854, 302.70761;
 217.36322, 297.94879;
 202.24001, 294.09442;
 314.73062, 286.06226;
 335.26788, 297.45337;
 311.15665, 291.45471;
 353.84476, 318.25012;
 351.11548, 333.20071;
 230.88965, 294.26132;
 233.29128, 297.50961;
 305.46655, 284.11627;
 332.90814, 302.63754;
 296.33841, 276.78384;
 363.39392, 331.80341;
 364.61026, 326.96985;
 344.13379, 330.64499;
 311.63699, 352.58234;
 342.46509, 311.04501;
 224.7981, 304.32544;
 278.45123, 269.99936;
 314.93478, 289.83514;
 351.25436, 332.54041;
 335.06128, 340.98398;
 355.29904, 322.85428;
 283.31735, 266.55075;
 324.67996, 291.77365;
 282.35339, 278.85291;
 365.65781, 321.19113;
 335.95181, 313.49225;
 305.75629, 281.57153;
 282.22745, 356.28848;
 316.23312, 354.92249;
 265.8244, 273.99033;
 225.52306, 290.5845;
 226.4052, 285.10895;
 361.87177, 317.49329;
 277.96799, 362.66586;
 272.39676, 364.00259;
 296.02841, 358.02036;
 236.33026, 284.96823;
 271.30142, 347.28461;
 322.21283, 296.80917;
 307.25067, 291.35141;
 337.65811, 332.45078;
 348.92862, 316.82254;
 315.17706, 279.77393;
 332.41678, 348.15515;
 290.45096, 296.49496;
 363.18655, 320.26035;
 370.2341, 323.09174;
 227.73314, 290.15851;
 243.89919, 283.79956;
 235.83469, 291.92624;
 297.34607, 298.50198;
 234.55058, 281.02823;
 338.87515, 322.96259;
 267.13257, 274.63049;
 274.45193, 278.20673;
 282.60101, 272.35626;
 287.60657, 363.01389;
 285.25793, 363.77319;
 261.17688, 354.7897;
 312.03165, 311.15652;
 269.48602, 352.15936;
 266.33057, 273.55695;
 225.31842, 302.14999;
 236.90401, 297.48901;
 259.47885, 346.68506;
 314.1048, 288.41516;
 326.03159, 305.49847;
 286.53412, 275.29568;
 304.77576, 297.55786;
 302.87503, 354.75024;
 350.3121, 331.62271;
 353.37549, 334.15796;
 332.39636, 330.14325;
 334.55362, 333.88898;
 345.91766, 324.81097;
 341.54086, 336.72739;
 371.9245, 326.03067;
 226.12868, 292.0686;
 342.46335, 322.56982;
 352.9288, 333.67615;
 222.82346, 297.26312;
 347.78525, 337.05826;
 257.99976, 288.02405;
 364.2128, 324.37442;
 288.81183, 270.32385;
 264.36807, 277.57031;
 318.31091, 306.80307;
 290.25125, 278.48236;
 285.94629, 273.72385;
 272.74567, 278.35461;
 279.12912, 271.2926;
 264.29367, 275.26324;
 216.89252, 295.24426;
 226.52213, 301.16144;
 275.95892, 352.30334;
 275.32126, 356.15808;
 266.97321, 358.38696;
 268.95221, 353.93762;
 280.48386, 366.33362;
 318.12292, 309.39673;
 320.22665, 303.18448;
 302.47662, 288.31256;
 296.0831, 280.27689;
 282.48401, 282.00476;
 284.05939, 265.03482;
 239.99158, 292.38135;
 304.13614, 283.15536;
 340.62256, 318.70068;
 326.15405, 324.6394;
 306.69931, 276.56879;
 367.03174, 320.97437;
 297.75928, 285.49359;
 279.53958, 278.04407;
 269.28186, 276.85699;
 287.50726, 284.29468;
 276.38858, 283.77744;
 347.87939, 339.9736;
 361.05408, 322.9613;
 349.63126, 327.79584;
 340.28009, 344.88275;
 364.09799, 328.70517;
 355.40472, 338.23071;
 288.76074, 272.39539;
 283.52158, 278.57938;
 317.68723, 350.38895;
 275.29196, 275.41983;
 268.00531, 271.05658;
 230.60399, 311.2941;
 224.91258, 296.51245;
 232.76846, 290.08673;
 290.02988, 289.26553;
 279.69223, 287.64651;
 336.6879, 339.34113;
 345.11914, 329.08752;
 290.04572, 353.21326;
 302.38672, 354.01279;
 248.09135, 284.50259;
 331.54636, 335.93982;
 264.86835, 344.36969;
 311.77454, 352.38953;
 330.17572, 335.08215;
 329.07794, 343.2883;
 289.08368, 357.89404;
 345.30829, 331.68018;
 337.0914, 341.42471;
 233.72459, 307.73068;
 304.89001, 286.1745;
 345.73492, 323.29074;
 326.86292, 304.383;
 267.08258, 272.30347;
 317.54233, 353.72977;
 334.86398, 314.97415;
 287.83386, 361.60327;
 334.12552, 339.27695;
 332.70001, 329.56693;
 359.46698, 341.19977;
 252.28619, 321.57257;
 264.83875, 351.47992;
 297.80237, 350.63177;
 239.42699, 317.79742;
 261.99731, 277.68066;
 294.82077, 291.82297;
 277.37436, 349.14758;
 273.2189, 344.18185;
 323.33752, 308.05777;
 229.3855, 295.55771;
 280.60043, 340.94751;
 236.28891, 287.63852;
 305.43594, 347.68326;
 277.10043, 351.97479;
 295.20453, 343.32242;
 360.7699, 329.59589;
 315.0643, 341.96085;
 239.97322, 317.53656;
 366.8187, 317.94357;
 293.85638, 337.6098;
 366.01242, 320.89444;
 246.33371, 288.87186;
 265.29782, 347.09912;
 281.87088, 266.72977;
 284.12939, 280.31229;
 238.65689, 282.99829;
 328.09253, 317.20255;
 343.33896, 309.67599;
 320.85931, 302.28784;
 317.31119, 297.23474;
 339.00677, 325.5947;
 353.30621, 318.90573;
 365.23782, 325.27319;
 293.21747, 343.14618;
 274.35464, 344.71432;
 355.42999, 319.48074;
 262.33286, 279.43726;
 358.01611, 326.80609;
 306.72629, 295.15814;
 354.49304, 325.27554;
 338.62726, 306.89246;
 366.62857, 322.82745;
 245.20204, 303.99789;
 249.01801, 283.71326;
 276.95886, 283.07428;
 255.92722, 286.11465;
 266.21844, 273.46176;
 271.09009, 283.59781;
 255.52591, 275.82758;
 353.75613, 323.78049;
 360.75943, 321.72705;
 354.0134, 316.48257;
 283.62125, 263.1044;
 335.76666, 313.46518;
 255.95868, 277.31763;
 364.96271, 312.81784;
 336.25882, 300.23563;
 342.75717, 311.53647;
 363.55685, 333.41599;
 348.74457, 315.04379;
 311.26147, 291.27145;
 305.82129, 345.70837;
 270.99326, 285.17841;
 293.3671, 273.84299;
 287.65375, 271.36624;
 294.59793, 278.14282;
 320.4184, 298.66791;
 366.31909, 323.80045;
 260.16992, 304.07669;
 341.94006, 309.6012;
 303.52994, 284.12918;
 334.00772, 299.19974;
 226.17419, 300.82779;
 316.4079, 315.6051;
 312.15048, 329.46768;
 343.48502, 331.11249;
 346.86545, 321.63632;
 334.4848, 339.83597;
 354.61856, 318.84042;
 315.1879, 341.64145;
 310.95309, 350.20639;
 366.33643, 326.24036;
 280.54626, 375.50171;
 313.21375, 349.77661;
 317.60165, 310.73502;
 323.79269, 293.39853;
 290.70779, 288.09683;
 315.96005, 289.12674;
 370.40381, 322.98883;
 254.14558, 336.22183;
 230.29579, 294.65454;
 304.0127, 314.49652;
 220.95302, 291.99948;
 231.97447, 290.53958;
 336.29956, 327.7659;
 348.71744, 335.51074;
 345.77994, 334.50461;
 304.48065, 331.16425;
 331.57184, 334.75562;
 354.45459, 333.04529;
 332.4111, 303.28802;
 279.53006, 333.9697;
 290.66312, 332.07147;
 265.17233, 350.99774;
 324.36041, 307.25864;
 333.07715, 305.98059;
 251.40131, 279.24344;
 278.53055, 270.14987;
 331.80313, 304.47531;
 311.83841, 298.40848;
 321.89029, 301.32553;
 268.20007, 340.32108;
 334.32434, 313.65179;
 343.65567, 315.45178;
 300.25024, 275.67093;
 363.54327, 323.935;
 301.21652, 301.87949;
 217.02805, 300.76205;
 282.71658, 366.11646;
 240.0787, 316.64914;
 241.10347, 302.02206;
 266.84833, 279.3714;
 283.33078, 271.14972;
 346.60449, 334.94122;
 314.65234, 301.17487;
 299.8949, 282.76782;
 247.89577, 320.75183;
 293.3244, 275.11819;
 216.8905, 291.97885;
 213.29193, 306.41772;
 309.44424, 286.24017;
 314.47226, 296.90152;
 292.28189, 288.32507;
 238.08479, 283.40942;
 271.25867, 356.59125;
 265.7901, 356.70694;
 322.54346, 344.26205;
 336.62491, 338.60663;
 291.69257, 341.54752;
 275.31586, 342.10553;
 289.5014, 350.1879;
 368.04559, 327.76157;
 281.20074, 273.93546;
 268.1485, 269.92032;
 274.33298, 278.36072;
 252.93428, 275.85913;
 240.13666, 279.49084;
 333.20618, 289.94049;
 287.47897, 261.51071;
 360.59653, 324.58234;
 345.55664, 332.08984;
 229.3913, 304.40356;
 294.31964, 275.3656;
 366.4227, 326.64163;
 323.91891, 304.48541;
 234.272, 283.98749;
 335.65619, 291.48584;
 205.00783, 293.97925;
 225.95171, 284.82245;
 326.11865, 290.59976;
 266.05853, 273.65726;
 236.22655, 284.68777;
 251.27354, 279.32986;
 281.39395, 285.9653;
 272.98465, 280.1062;
 259.01361, 284.95688;
 246.50206, 285.67764;
 221.44756, 304.17126;
 246.7289, 304.52078;
 320.08191, 325.84125;
 328.51233, 332.35782;
 298.03149, 349.7905;
 281.59543, 356.12561;
 329.56958, 344.22055;
 367.27484, 318.58603;
 297.92245, 288.07785;
 257.79895, 341.36224;
 254.8914, 326.93063;
 238.25182, 291.60098;
 238.39813, 310.49042;
 226.61409, 291.34274;
 291.44397, 275.68289;
 260.03177, 276.34805;
 206.06854, 292.86105;
 289.07568, 266.76288;
 283.16797, 299.56729;
 263.57541, 275.58243;
 276.38278, 320.15396;
 272.04279, 277.46625;
 244.69019, 289.97052;
 262.03836, 279.74637;
 241.68369, 283.07147;
 268.80063, 326.15778;
 351.05261, 332.77863;
 349.45261, 313.82819;
 250.65266, 288.47446;
 334.39377, 311.74747;
 303.12067, 278.08002;
 243.61273, 283.2692;
 272.24316, 272.79565;
 212.11446, 295.22638;
 218.10521, 289.98431;
 239.43588, 282.2691;
 283.88525, 277.87039;
 347.14288, 304.59753;
 232.3394, 293.61371;
 348.23746, 324.70786;
 330.2756, 335.11603;
 291.18164, 351.38184;
 306.37952, 347.9437;
 240.80922, 305.4902;
 211.83908, 302.88992;
 232.40086, 302.22202;
 256.51172, 275.09808;
 320.00824, 298.85492;
 223.12274, 287.1582;
 303.27527, 315.25403;
 330.22379, 304.52292;
 341.40698, 322.42676;
 341.78845, 316.96588;
 348.60916, 330.98938;
 354.89911, 316.50906;
 260.41776, 281.23383;
 310.97458, 299.60712;
 344.64392, 335.22617;
 281.68054, 285.96417;
 214.51479, 288.6431;
 257.1188, 272.99234;
 237.88803, 283.56207;
 349.7955, 334.83929;
 361.43304, 328.79367;
 293.73712, 273.21375;
 286.05124, 269.51901;
 271.49496, 273.51208;
 342.9252, 308.18759;
 356.72931, 335.93887;
 348.21298, 315.36047;
 300.47626, 280.47073;
 225.24129, 287.18738;
 338.08948, 307.34674;
 308.52036, 286.27267;
 343.67096, 339.3161;
 351.12131, 321.6593;
 345.85849, 324.21506;
 359.59613, 325.83719;
 341.92596, 336.97342;
 237.89433, 284.23773;
 353.81366, 314.7236;
 306.55344, 361.68753;
 332.34897, 290.34332;
 286.75778, 270.6886;
 301.18604, 268.33807;
 265.95398, 273.76657;
 231.38896, 289.26755;
 314.68509, 322.07324;
 255.98962, 289.54507;
 283.55087, 273.82697;
 255.90514, 280.26254;
 339.01752, 324.91754;
 342.81445, 315.79785;
 343.52432, 320.31879;
 260.99109, 291.48169;
 265.98578, 303.85178;
 326.93808, 301.29651;
 253.35608, 277.37381;
 324.5549, 288.3595;
 262.09695, 277.47971;
 321.2597, 288.57324;
 266.98657, 272.80118;
 324.86429, 305.16046;
 348.08118, 315.79919;
 275.03339, 275.31738;
 312.15616, 289.51855;
 334.66083, 297.69064;
 217.20097, 287.14661;
 296.85834, 301.46771;
 332.57709, 315.85831;
 329.77756, 294.53766;
 272.32791, 270.44821;
 302.53348, 278.19769;
 339.63675, 309.466;
 258.67093, 273.03146;
 265.91925, 273.8533;
 333.66785, 313.09036;
 343.20856, 322.60129;
 318.02521, 313.20966;
 292.56577, 264.80841;
 209.67343, 295.71039;
 300.76022, 280.11395;
 357.07455, 329.09644;
 299.66705, 352.14038;
 333.90118, 315.11044;
 321.92786, 298.9071;
 283.0571, 272.25287;
 211.90518, 292.8302;
 274.7449, 269.05688;
 321.08347, 305.25983;
 251.37411, 280.87393;
 307.68692, 311.53226;
 315.96207, 341.83759;
 307.10083, 289.11542;
 297.6561, 355.9696;
 264.25391, 271.56143;
 325.76373, 293.45276;
 306.36655, 288.74258;
 218.6333, 287.52844;
 338.8465, 346.61786;
 328.57364, 294.21964;
 310.08417, 296.58084;
 288.94199, 267.48715;
 327.8653, 302.18951;
 300.60046, 288.8363;
 303.98285, 290.38406;
 328.66574, 291.15533;
 343.74353, 303.85236;
 341.38019, 327.4483;
 257.61115, 255.49883;
 294.755, 256.35345;
 305.84085, 276.40536;
 282.29727, 280.1412;
 221.6458, 288.99149;
 287.06326, 262.00146;
 292.43542, 275.06836;
 274.40927, 300.80664;
 359.01804, 322.11542;
 323.88306, 286.97974;
 339.05423, 306.79901;
 266.06503, 270.90106;
 324.48459, 304.27606;
 253.26135, 270.45724;
 257.24841, 272.57281;
 306.28305, 289.31638;
 205.60719, 294.5972;
 284.9494, 366.75146;
 329.74466, 332.561;
 347.79877, 316.27908;
 224.88318, 285.11987;
 279.23563, 273.72955;
 277.66071, 270.29993;
 319.90182, 290.79657;
 263.89172, 275.00778;
 274.10846, 276.08258;
 357.33783, 326.63513;
 321.06226, 311.10443;
 269.66318, 277.64496;
 282.26157, 273.64813;
 271.04758, 267.11832;
 339.52133, 311.4209;
 294.93845, 282.10062;
 277.05972, 279.40552;
 284.5311, 282.81403;
 303.69345, 352.09741;
 271.55725, 273.12149;
 255.57382, 268.20746;
 294.73508, 286.67084;
 310.33109, 359.55316;
 282.28513, 266.93295;
 355.22925, 333.00977;
 298.31906, 275.04184;
 354.35626, 323.21274;
 224.37686, 287.60086;
 285.68112, 362.72702;
 309.3399, 352.30634;
 305.53455, 285.08032;
 349.58084, 335.14975;
 310.55341, 296.20844;
 322.02588, 296.86148;
 288.91547, 270.32471;
 370.67062, 306.66516;
 335.7821, 301.4071;
 342.44525, 332.61963;
 287.74893, 349.32324;
 236.95898, 283.79538;
 294.96786, 277.14899;
 263.95761, 283.63196;
 263.09439, 275.70892;
 250.07864, 279.81815;
 334.53787, 341.98193;
 346.216, 331.15765;
 298.18945, 280.86325;
 303.58588, 281.3364;
 227.43033, 289.16348;
 214.21376, 292.74088;
 364.1312, 326.57639;
 287.74966, 359.46793;
 269.96924, 348.341;
 324.39545, 326.87296;
 291.54959, 346.31085;
 339.72845, 312.10547;
 242.11809, 289.53986;
 226.35759, 297.67093;
 217.54033, 294.81491;
 283.7919, 269.92307;
 224.53873, 301.92224;
 283.84116, 282.77878;
 305.73962, 289.96924;
 347.61121, 316.12738;
 207.16924, 294.12817;
 331.07706, 333.43127;
 307.69604, 279.5762;
 307.46036, 306.61362;
 302.34409, 283.85477;
 297.35675, 284.62308;
 281.30606, 275.28528;
 278.20673, 276.5582;
 276.64276, 362.24597;
 258.51736, 340.83447;
 340.21078, 302.54721;
 305.59924, 288.25543;
 317.8533, 291.63815;
 321.59338, 308.31796;
 306.68301, 288.82571;
 268.68683, 270.06213;
 321.65112, 301.87802;
