[269.53632, 208.18724;
 280.1521, 193.31064;
 274.01324, 197.00955;
 269.00357, 184.66354;
 235.06857, 202.50365;
 276.19403, 188.79591;
 240.41934, 248.55244;
 340.04892, 231.9048;
 324.9949, 236.53444;
 305.00061, 227.99091;
 179.03638, 313.2294;
 199.97672, 334.43515;
 191.71111, 314.51486;
 220.21016, 269.30493;
 204.38348, 274.80176;
 362.02261, 243.7003;
 315.05582, 232.04012;
 323.67627, 216.74675;
 377.61884, 255.14714;
 393.63391, 255.3562;
 371.21774, 243.40359;
 276.06573, 240.09837;
 188.94859, 290.96454;
 251.70105, 245.00464;
 196.27556, 272.3609;
 261.24347, 227.10373;
 392.98895, 414.96634;
 442.19614, 314.58911;
 368.94043, 250.75433;
 319.31699, 222.06927;
 206.442, 314.14008;
 352.12784, 247.26625;
 450.07407, 336.99771;
 426.93326, 433.79456;
 231.32974, 267.36658;
 227.02534, 250.14265;
 247.18686, 247.16879;
 248.39465, 264.07056;
 265.50107, 240.23981;
 225.74651, 273.79114;
 332.97516, 251.52231;
 322.18481, 245.0696;
 334.45624, 230.71848;
 345.65729, 233.44765;
 346.31525, 236.33257;
 246.43581, 253.64664;
 226.44725, 258.74887;
 386.19711, 275.89517;
 414.729, 299.20273;
 360.4949, 258.48087;
 370.03452, 264.38647;
 415.24841, 282.8367;
 256.85022, 257.25424;
 214.85123, 278.21289;
 196.86566, 308.5723;
 427.58228, 291.26709;
 408.96765, 293.76794;
 426.0918, 370.38364;
 401.98669, 370.93134;
 414.86536, 313.53943;
 357.42535, 289.20795;
 383.02075, 276.69635;
 383.89029, 414.60999;
 377.35437, 264.96655;
 355.23563, 278.19342;
 408.89099, 303.09192;
 358.85034, 282.24387;
 423.6478, 332.9563;
 209.35995, 253.47879;
 230.70268, 260.83755;
 217.99335, 257.75092;
 360.37238, 267.33994;
 330.60959, 236.41592;
 350.16443, 255.3203;
 307.22586, 252.88954;
 326.0386, 238.7063;
 346.98434, 250.16341;
 439.61691, 370.47769;
 453.69727, 329.92673;
 303.80447, 263.01779;
 363.34076, 274.23019;
 307.48947, 259.06302;
 456.86438, 346.10059;
 366.43701, 290.2562;
 432.77521, 343.79092;
 359.03687, 237.0412;
 400.31427, 303.80933;
 381.24768, 324.31168;
 350.16342, 268.93002;
 406.01715, 356.98709;
 406.86612, 339.00067;
 394.84427, 410.77005;
 479.46951, 340.02817;
 368.25616, 275.58539;
 249.78656, 296.0452;
 456.75848, 314.8895;
 415.56607, 430.58887;
 301.30414, 382.16296;
 367.34824, 461.04071;
 270.03558, 208.62968;
 370.73602, 245.25977;
 288.67688, 220.40961;
 289.39883, 234.52206;
 308.83838, 218.72441;
 294.40405, 221.89034;
 270.90134, 223.19147;
 300.12039, 230.20831;
 280.86475, 234.23474;
 236.62308, 225.1711;
 254.8038, 234.38568;
 312.25235, 217.11906;
 290.85236, 200.47696;
 287.28455, 200.86107;
 226.17191, 250.62138;
 191.65298, 281.19485;
 310.43137, 236.03952;
 356.53165, 265.47507;
 461.31042, 327.5842;
 404.65869, 278.87906;
 435.63495, 311.73901;
 465.06534, 331.23132;
 448.36819, 368.97891;
 449.65005, 358.1604;
 458.00687, 328.66058;
 441.85077, 332.69366;
 432.1893, 303.23108;
 189.89485, 312.73035;
 271.36304, 241.9534;
 251.19638, 242.89357;
 235.52324, 245.73245;
 260.58966, 232.55766;
 246.44717, 243.93745;
 302.40021, 218.44463;
 281.76788, 204.84599;
 313.07776, 222.04634;
 245.78101, 231.71152;
 266.65561, 233.87091;
 235.33841, 252.30225;
 285.68842, 230.31523;
 291.82239, 212.52065;
 306.72781, 216.0146;
 285.64673, 199.80888;
 288.79398, 216.1044;
 297.62222, 216.70641;
 279.16867, 208.57617;
 215.82486, 239.21901;
 189.19073, 276.57571;
 265.14343, 180.99924;
 371.69681, 259.06253;
 273.67883, 192.95078;
 298.30917, 206.36015;
 280.67273, 191.11031;
 268.36047, 181.01456;
 351.6781, 239.11446;
 305.06711, 209.98448;
 251.89897, 193.35918;
 236.05687, 203.66377;
 273.22299, 186.49071;
 262.52423, 186.29062;
 205.32002, 261.22192;
 354.01169, 260.55386;
 180.2216, 295.63663;
 338.11401, 249.38106;
 210.58423, 335.39172;
 318.75113, 222.3672;
 313.06369, 226.78412;
 309.61514, 227.19858;
 208.18651, 271.79108;
 184.23732, 278.07324;
 223.97025, 252.92831;
 204.52347, 268.77734;
 195.30016, 260.61401;
 293.20901, 226.72981;
 460.07898, 330.78552;
 399.15817, 276.6535;
 217.18256, 313.23688;
 195.74644, 307.26181;
 190.25682, 304.63593;
 191.27641, 286.43396;
 179.88354, 301.17484;
 174.92462, 297.08823;
 181.81622, 286.36993;
 426.36523, 299.7562;
 429.31409, 301.51456;
 464.37033, 329.3186;
 269.57471, 208.7901;
 340.07416, 225.00287;
 200.83319, 296.27765;
 351.27612, 245.12077;
 393.92725, 345.97714;
 379.39468, 277.95377;
 399.35254, 288.46921;
 214.49319, 260.44644;
 299.05634, 217.242;
 274.60544, 222.43959;
 303.54108, 229.7485;
 327.0293, 226.50441;
 173.20551, 276.58047;
 211.85075, 320.58307;
 384.51154, 280.97144;
 223.4877, 295.76257;
 311.91879, 400.45911;
 203.11156, 286.3212;
 323.18637, 225.57497;
 334.99814, 235.69003;
 429.53781, 345.41022;
 423.07138, 417.49368;
 474.8425, 336.57492;
 456.73526, 357.02094;
 389.6463, 461.8031;
 405.49112, 283.6413;
 422.0715, 356.23251;
 425.22235, 309.00565;
 207.67284, 291.92361;
 165.73355, 301.31247;
 190.07715, 304.70612;
 213.46489, 278.43478;
 450.96686, 356.7803;
 433.52536, 381.82367;
 468.75583, 336.92651;
 407.15622, 283.88812;
 372.1813, 420.48032;
 442.72162, 394.77872;
 270.32458, 203.26973;
 347.06732, 420.62106;
 403.85452, 453.93488;
 404.78156, 345.04315;
 480.81845, 339.26569;
 251.73946, 218.76329;
 492.50919, 325.68515;
 464.9549, 367.92734;
 375.59933, 451.98676;
 410.35599, 452.35507;
 421.80362, 287.12009;
 440.1387, 294.65088;
 279.49088, 230.37631;
 381.6048, 267.67508;
 474.89017, 325.94003;
 467.85922, 312.36533;
 295.07037, 244.33661;
 481.58023, 327.56018;
 405.36972, 316.78625;
 411.01883, 438.53986;
 372.96021, 278.49844;
 435.36987, 328.68262;
 434.96048, 306.49457;
 452.03412, 323.85388;
 419.8678, 333.93185;
 369.22391, 395.47733;
 250.13698, 240.28114;
 269.5531, 235.86397;
 232.31609, 269.59958;
 223.9454, 326.61655;
 199.16841, 284.68152;
 233.59959, 333.99039;
 309.58398, 234.2363;
 329.65985, 229.95287;
 431.38058, 295.75885;
 389.87411, 256.18777;
 299.15692, 228.20135;
 401.8837, 304.00113;
 392.24496, 320.24948;
 376.30579, 286.03146;
 370.0217, 326.62445;
 381.03262, 262.70197;
 430.45929, 309.16943;
 347.73517, 243.63818;
 337.78922, 253.27382;
 451.68341, 344.09949;
 211.13333, 315.30713;
 414.3833, 410.34283;
 341.90674, 237.00179;
 414.45535, 281.28726;
 433.41916, 363.98492;
 398.36819, 291.36356;
 373.58246, 281.04953;
 350.48923, 263.52194;
 431.59485, 293.64749;
 370.67987, 319.56149;
 334.56085, 238.65187;
 327.86298, 228.12129;
 358.68079, 257.60895;
 223.62476, 320.83911;
 212.41127, 305.27136;
 428.45114, 284.93396;
 163.70642, 290.59079;
 250.72742, 226.94806;
 260.05753, 231.5141;
 202.74457, 289.98874;
 335.03558, 271.30457;
 401.11752, 298.20969;
 315.59012, 238.32806;
 454.55539, 326.30234;
 476.77628, 323.64154;
 432.2973, 420.44772;
 445.61682, 337.77182;
 456.72311, 337.06503;
 211.66629, 256.37079;
 230.72089, 244.61633;
 231.62717, 254.54834;
 292.55612, 269.33966;
 291.34192, 252.03668;
 210.04533, 271.11011;
 230.70827, 290.18951;
 260.46939, 243.90503;
 280.60098, 244.85229;
 240.00261, 244.88567;
 220.83078, 263.94669;
 210.3622, 336.31927;
 226.3625, 242.6348;
 261.07257, 261.85583;
 219.83737, 283.36142;
 246.02936, 224.36845;
 217.91579, 300.95312;
 240.59521, 293.75146;
 452.44998, 306.00095;
 331.74316, 240.79111;
 435.82443, 315.48404;
 426.66824, 308.58124;
 409.82623, 297.65863;
 320.67236, 241.40791;
 360.76169, 258.87622;
 357.35052, 245.13045;
 215.71712, 250.24603;
 202.70302, 279.30148;
 393.85767, 430.58185;
 245.29871, 267.62631;
 444.22986, 381.83856;
 244.83453, 238.69489;
 224.42932, 258.17081;
 264.56314, 235.74144;
 219.1635, 317.43924;
 388.66708, 270.60266;
 447.79684, 303.66141;
 420.59406, 284.21826;
 232.35283, 353.15421;
 201.88797, 308.28546;
 170.21416, 294.96088;
 442.84915, 353.68112;
 395.94144, 274.45261;
 271.21307, 250.40955;
 410.32877, 269.02823;
 405.09271, 260.0029;
 476.37863, 328.16458;
 424.00241, 363.23126;
 458.65329, 356.52716;
 309.88779, 229.08475;
 252.12781, 253.28024;
 208.3438, 302.23999;
 167.41435, 292.93176;
 240.67604, 263.54398;
 378.46591, 271.58981;
 284.86658, 306.99936;
 281.21375, 356.58893;
 352.57474, 244.76323;
 290.25751, 232.44646;
 355.73035, 262.62531;
 311.71298, 244.95618;
 335.0723, 263.86026;
 230.0955, 303.28412;
 251.79427, 304.96683;
 229.62843, 329.43414;
 366.27878, 263.86084;
 280.95255, 239.91412;
 363.99896, 309.36169;
 447.43158, 351.82584;
 450.47186, 309.88156;
 440.83536, 325.35391;
 451.19754, 317.35022;
 261.51672, 274.65634;
 246.74405, 344.14066;
 245.99223, 303.09567;
 344.19879, 254.74918;
 261.84216, 244.70172;
 400.40784, 275.76547;
 399.93896, 295.21146;
 376.24527, 261.22314;
 250.15707, 277.87631;
 251.98462, 290.45523;
 321.9881, 238.77422;
 323.24487, 260.70871;
 432.23166, 321.61865;
 459.58002, 316.57712;
 421.97903, 292.26117;
 445.90335, 321.00967;
 466.35809, 356.85324;
 463.14084, 324.91211;
 384.67343, 278.76663;
 240.3428, 282.34122;
 405.47705, 278.64413;
 436.44455, 312.19687;
 424.19016, 301.76443;
 453.02243, 370.58798;
 337.83829, 246.64366;
 443.37778, 352.27249;
 212.10077, 296.56265;
 232.10663, 239.7473;
 271.30853, 237.04192;
 280.68295, 229.41696;
 300.26328, 225.3143;
 392.66415, 286.26218;
 189.4946, 270.8584;
 206.1962, 304.26773;
 183.5137, 290.31979;
 208.61588, 255.89615;
 210.89038, 331.55176;
 251.64583, 223.36986;
 308.59793, 217.17235;
 290.15955, 218.47604;
 270.66919, 220.6917;
 320.72137, 221.71429;
 196.33466, 257.90692;
 190.84784, 292.72418;
 247.68231, 224.23508;
 178.46657, 311.68967;
 200.34549, 323.76648;
 310.84299, 232.3316;
 251.41263, 239.10344;
 261.1777, 230.5802;
 208.73413, 308.94199;
 241.67461, 246.95308;
 405.72311, 297.47153;
 444.76779, 369.65222;
 213.57672, 282.83197;
 205.64798, 275.89954;
 230.498, 327.23624;
 427.97543, 400.987;
 419.86945, 335.98447;
 186.51706, 296.05228;
 433.70892, 319.10419;
 236.26463, 239.16693;
 246.25928, 237.91899;
 411.18411, 298.98279;
 226.55017, 256.47235;
 270.93503, 206.50206;
 288.25366, 207.02808;
 279.90091, 214.67084;
 330.33151, 407.73502;
 252.75632, 221.82021;
 192.35623, 304.92389;
 174.87909, 299.36719;
 193.47302, 285.58957;
 203.81334, 283.44547;
 205.66397, 264.48001;
 227.19905, 246.63268;
 241.54913, 262.12607;
 399.78467, 291.84042;
 223.68486, 321.24246;
 213.91106, 320.60333;
 243.50394, 221.64032;
 181.59323, 289.47067;
 247.47366, 244.47095;
 408.45862, 427.13696;
 379.57343, 448.16702;
 403.72421, 451.36874;
 370.29944, 445.58731;
 407.68591, 447.61771;
 374.93347, 444.63257;
 241.02701, 282.06232;
 233.3028, 313.686;
 228.24408, 241.13153;
 235.81479, 257.7016;
 414.2124, 345.01657;
 170.37669, 268.86304;
 438.14371, 348.2392;
 177.94647, 300.98752;
 197.30685, 255.41031;
 174.46622, 279.60504;
 159.28639, 291.87332;
 257.24185, 203.5097;
 162.5098, 284.89413;
 240.03081, 213.85336;
 215.27628, 340.6983;
 226.41939, 272.09082;
 218.40204, 326.81625;
 197.6423, 302.40186;
 202.0262, 304.93152;
 225.05504, 283.55075;
 235.81081, 262.48376;
 214.72099, 266.86252;
 222.08437, 251.1454;
 250.96399, 233.52206;
 201.30797, 270.19702;
 245.89166, 220.80243;
 204.92987, 261.60043;
 167.11177, 273.3544;
 217.27824, 243.46681;
 210.95438, 259.31152;
 229.81705, 311.13095;
 208.34648, 296.05881;
 215.25114, 251.16087;
 299.95227, 213.78865;
 241.56427, 238.37981;
 401.26785, 362.24127;
 227.67401, 237.89783;
 150.40193, 281.24039;
 225.16287, 302.71194;
 414.90686, 408.77203;
 424.16315, 421.47327;
 364.10461, 426.17365;
 429.15942, 421.21466;
 345.32156, 428.55048;
 204.39787, 314.18304;
 198.16249, 287.69577;
 200.12515, 321.79297;
 226.03729, 269.74365;
 213.40439, 282.76846;
 197.64813, 319.75363;
 254.96683, 189.22754;
 191.67282, 320.63071;
 444.26675, 330.13953;
 213.40005, 278.79517;
 205.34354, 269.9827;
 348.84259, 286.52838;
 294.92075, 229.34439;
 387.43011, 452.70105;
 432.12759, 412.79294;
 410.49673, 432.50317;
 460.51657, 314.22916;
 443.98694, 336.77274;
 431.6366, 369.0816;
 166.68643, 294.31119;
 251.32498, 272.23801;
 189.51819, 298.21744;
 205.61017, 298.53271;
 261.69562, 249.80904;
 207.5946, 314.29327;
 255.17197, 228.96216;
 196.74339, 310.10898;
 204.63301, 268.15598;
 193.12422, 286.75522;
 270.39661, 208.74437;
 238.17757, 226.06688;
 342.9108, 233.28719;
 213.51901, 314.73901;
 246.47929, 233.20537;
 254.14685, 226.27539;
 235.07959, 247.52415;
 273.16299, 210.24544;
 236.13577, 317.1673;
 259.93323, 341.8154;
 274.90741, 225.81723;
 276.42181, 243.12231;
 265.8526, 201.28821;
 217.49245, 240.91174;
 160.83502, 295.66647;
 261.01688, 225.55023;
 185.65871, 270.83221;
 262.09796, 199.88689;
 371.07254, 289.75037;
 415.45151, 285.04416;
 406.59119, 278.44537;
 230.64487, 259.57397;
 189.054, 309.65405;
 209.82666, 325.98495;
 287.34387, 204.49286;
 307.50986, 214.76738;
 281.70703, 218.3607;
 300.09195, 215.56586;
 315.73779, 240.172;
 300.37823, 229.21213;
 223.55397, 317.99548;
 303.23056, 213.19908;
 283.31265, 202.80702;
 195.75125, 259.54099;
 280.15112, 389.43094;
 213.90709, 298.39462;
 407.2999, 410.4783;
 189.13989, 275.95306;
 231.96089, 235.97295;
 234.24895, 251.78049;
 186.13055, 298.84018;
 242.83183, 276.68658;
 227.06247, 249.00729;
 246.57988, 231.54636;
 203.33414, 288.93872;
 246.01088, 266.16055;
 226.26144, 257.68024;
 236.01236, 264.66534;
 238.84425, 230.16586;
 196.47052, 262.70398;
 184.2814, 274.71213;
 331.52597, 239.49207;
 278.9491, 212.43045;
 320.49475, 224.90442;
 283.70609, 213.55449;
 266.17285, 230.73506;
 265.8699, 219.66325;
 350.63245, 265.28159;
 305.94125, 235.45409;
 293.48895, 215.47275;
 266.34906, 232.66383;
 272.84454, 209.97401;
 256.51077, 208.03517;
 275.94806, 196.72035;
 255.07184, 198.08867;
 298.72577, 206.60342;
 275.43149, 226.93834;
 285.40634, 217.01547;
 265.71301, 219.27267;
 328.40451, 238.16602;
 286.34253, 205.90837;
 375.1575, 246.89096;
 270.13995, 197.11943;
 279.70914, 209.24483;
 348.504, 240.88284;
 282.44669, 190.81897;
 374.39578, 254.07271;
 323.82199, 221.62769;
 274.09781, 192.80669;
 280.63898, 190.92946;
 351.71701, 228.2408;
 268.25665, 191.55049;
 268.914, 179.08607;
 378.40082, 295.94379;
 381.08588, 250.49063;
 477.16675, 330.83777;
 217.99425, 322.23965;
 297.09991, 260.64413;
 340.86411, 233.55122;
 246.71306, 251.33308;
 224.48466, 259.90689;
 219.6476, 287.9064;
 198.04872, 289.83899;
 205.14609, 254.73087;
 227.11229, 239.04146;
 449.2803, 313.13867;
 413.50653, 305.61346;
 448.8952, 398.6832;
 459.3197, 304.63354;
 429.80316, 282.62555;
 444.42038, 305.3125;
 487.1282, 318.04382;
 479.245, 333.04306;
 341.10886, 236.32849;
 343.03964, 224.54651;
 414.0499, 273.8508;
 393.27216, 255.60753;
 432.29214, 280.56598;
 405.29556, 264.37888;
 167.67612, 295.96393;
 215.19043, 258.30777;
 206.1286, 258.15646;
 189.20775, 293.33322;
 223.55545, 269.965;
 189.53227, 274.18832;
 237.42738, 242.07039;
 233.49582, 245.77769;
 252.61613, 227.42543;
 212.33546, 273.45169;
 233.88219, 289.48657;
 226.59549, 256.03406;
 154.42007, 267.96991;
 223.67439, 266.47766;
 221.51288, 265.90228;
 175.64218, 286.92621;
 196.90538, 266.58667;
 223.01535, 263.6463;
 184.68674, 310.74429;
 186.68996, 295.84439;
 174.88994, 305.35678;
 207.91563, 330.04214;
 279.17801, 388.41742;
 334.4559, 433.76849;
 231.00575, 348.98508;
 188.93272, 282.9321;
 268.66348, 209.10535;
 280.19156, 211.08488;
 185.26038, 298.92987;
 206.17134, 277.29279;
 154.815, 290.8028;
 183.11063, 287.72406;
 204.93468, 267.17288;
 195.44385, 268.49249;
 172.38109, 288.13187;
 157.93059, 279.56842;
 320.57706, 251.68089;
 212.99474, 293.55203;
 256.57721, 238.71417;
 261.77765, 232.5592;
 236.25455, 256.90079;
 299.46927, 223.31479;
 282.23535, 230.90732;
 282.30356, 216.95216;
 274.74969, 220.94981;
 252.20535, 242.42334;
 262.77158, 218.67097;
 269.5376, 220.20976;
 235.53873, 260.59186;
 206.11484, 311.04404;
 294.53943, 237.22966;
 267.82608, 234.0097;
 297.63229, 224.72533;
 303.50623, 408.25043;
 412.78357, 408.35422;
 346.20245, 242.35875;
 369.37543, 444.66016;
 295.55707, 208.48376;
 230.45319, 314.05701;
 417.5307, 302.07687;
 285.61804, 203.4926;
 253.79189, 259.9704;
 221.24817, 299.53714;
 189.49493, 241.26102;
 288.39984, 203.80334;
 483.66425, 324.78961;
 284.1077, 204.70738;
 287.0593, 229.09117;
 291.30234, 207.70978;
 253.38565, 240.29393;
 354.10934, 451.06879;
 201.20503, 324.67535;
 267.08008, 380.59552;
 267.84509, 337.00098;
 467.54987, 317.00641;
 241.42328, 342.27567;
 256.5759, 370.10657;
 208.26376, 330.13547;
 213.60617, 264.81018;
 355.78442, 246.37358;
 282.69934, 391.31866;
 282.60703, 376.59869;
 233.39481, 279.55795;
 211.8692, 312.17328;
 232.79541, 329.04425;
 306.14874, 217.58095;
 252.14159, 350.91211;
 276.08701, 243.41057;
 307.50952, 394.39139;
 236.16919, 240.18964;
 209.86137, 333.44644;
 296.29724, 404.83197;
 195.57196, 322.13864;
 322.40091, 426.0238;
 267.8439, 357.06378;
 262.526, 358.18036;
 255.57289, 222.54356;
 269.97321, 223.68832;
 293.59543, 218.6927;
 297.66525, 242.40401;
 433.94809, 295.62198;
 440.74173, 330.07681;
 217.8985, 320.52902;
 426.57953, 412.86325;
 220.58572, 326.66168;
 405.24039, 443.40714;
 442.10361, 382.97794;
 197.14848, 304.18637;
 202.07639, 313.15173;
 222.96851, 305.15729;
 483.44696, 339.33295;
 463.07913, 360.97363;
 211.90521, 320.30612;
 238.0322, 265.61502;
 270.60587, 232.91171;
 240.85416, 335.64557;
 195.74245, 266.16025;
 216.45369, 247.4435;
 183.09723, 293.888;
 294.27191, 197.8443;
 235.502, 207.9312;
 279.31937, 208.65942;
 276.57632, 190.34616;
 160.28014, 275.31458;
 156.40541, 280.50085;
 270.18451, 198.46562;
 352.25842, 237.54054;
 315.06274, 232.95932;
 283.59808, 194.68799;
 325.65604, 221.5302;
 255.01216, 204.75241;
 249.23877, 231.26532;
 284.28375, 207.6626;
 249.35847, 212.95271;
 439.56415, 287.31195;
 462.49823, 331.68274;
 470.74045, 309.14252;
 439.93039, 339.25049;
 374.32767, 423.48389;
 341.05923, 433.65808;
 351.49133, 436.48032;
 287.66504, 385.11896;
 319.81696, 215.96613;
 172.12732, 273.96011;
 439.58072, 388.40433;
 404.83475, 452.91693;
 199.67516, 292.54816;
 268.53055, 349.66769;
 375.3053, 413.54001;
 179.31485, 295.70367;
 417.61694, 363.47293;
 202.70026, 237.72293;
 265.4617, 193.49805;
 274.36322, 216.01913;
 273.9949, 200.90907;
 396.24554, 386.9137;
 203.16104, 258.55234;
 444.3573, 318.9617;
 141.14417, 278.74973;
 249.49683, 213.71835;
