[269.53632, 208.18724;
 408.68668, 332.16428;
 293.77524, 351.21466;
 449.97165, 310.68063;
 344.93433, 385.53384;
 268.52835, 365.87634;
 297.06104, 389.66211;
 420.08923, 280.15033;
 180.76506, 250.15382;
 392.08347, 261.76575;
 204.35117, 236.36133;
 417.33188, 287.9303;
 264.90701, 223.70776;
 199.98289, 237.68614;
 201.88077, 278.25906;
 199.02066, 303.88687;
 242.87343, 207.94522;
 180.29895, 267.76007;
 224.41592, 240.17249;
 177.01511, 264.79471;
 359.94293, 411.3364;
 223.83963, 254.93477;
 370.15402, 450.93497;
 390.93198, 423.04233;
 200.7459, 257.25418;
 395.54889, 275.65308;
 221.14627, 270.51093;
 243.16046, 259.836;
 405.09116, 448.51886;
 425.2327, 335.27014;
 405.83533, 354.93307;
 389.74573, 383.08093;
 208.23932, 332.94452;
 230.85822, 351.0596;
 186.62344, 315.0072;
 239.07454, 334.81662;
 172.18715, 297.25311;
 190.75658, 293.62405;
 214.16745, 292.96381;
 206.93771, 323.3414;
 225.85931, 341.86325;
 193.31433, 316.76898;
 175.85619, 286.65747;
 209.653, 305.19196;
 181.8288, 311.43219;
 181.23145, 285.32736;
 163.99904, 288.43497;
 182.8342, 304.39218;
 165.77325, 288.17914;
 185.91724, 263.33701;
 169.36887, 275.00894;
 185.79443, 296.71112;
 179.6068, 269.61017;
 181.26907, 263.12234;
 201.32594, 281.34213;
 177.00771, 295.00208;
 197.06772, 313.19116;
 202.24544, 256.31332;
 154.60197, 283.31387;
 185.15002, 274.99521;
 155.61496, 286.81021;
 207.23959, 274.37216;
 190.80382, 312.08142;
 146.68634, 284.103;
 148.75705, 270.58362;
 141.7713, 280.0658;
 365.00217, 410.09018;
 350.60846, 443.522;
 370.85944, 437.65561;
 386.58118, 402.98578;
 418.60583, 343.79214;
 376.47757, 415.73035;
 381.97607, 372.12268;
 365.0946, 456.27872;
 436.76697, 334.30099;
 423.27957, 449.6651;
 489.50449, 317.79077;
 359.3089, 449.2164;
 325.88208, 417.45151;
 154.8195, 276.99429;
 191.8389, 308.93939;
 172.96362, 292.6806;
 189.01273, 306.7887;
 146.16559, 283.74442;
 381.1308, 444.67477;
 363.8764, 453.95938;
 367.92581, 410.15961;
 164.13103, 281.69714;
 183.53137, 298.71451;
 175.7551, 293.88586;
 172.5489, 285.57748;
 176.90588, 281.48312;
 274.68649, 377.40253;
 305.18256, 400.84491;
 337.36502, 405.65961;
 274.40558, 376.95074;
 343.36871, 436.12796;
 373.64362, 461.65149;
 185.4409, 284.01572;
 198.51241, 313.83603;
 192.05646, 274.75394;
 199.68408, 295.02676;
 214.68033, 247.59116;
 213.83096, 255.72034;
 232.52101, 243.72177;
 234.6066, 253.23169;
 393.19809, 406.85898;
 206.10628, 245.84509;
 253.49213, 218.87718;
 236.82126, 238.15541;
 233.26042, 228.92014;
 179.93269, 278.68192;
 254.78804, 213.80611;
 479.24451, 319.92801;
 274.94897, 218.96442;
 270.19467, 209.52594;
 197.4471, 299.18826;
 271.20267, 222.87772;
 270.91806, 199.34103;
 279.61505, 193.09059;
 314.13898, 215.02065;
 270.92596, 201.60944;
 291.94662, 209.92383;
 253.21173, 234.74883;
 222.44321, 241.59517;
 159.88536, 283.65637;
 150.71892, 292.78076;
 154.11748, 287.50122;
 204.63484, 316.49844;
 282.19937, 221.39641;
 305.01651, 205.96747;
 282.4603, 206.55292;
 229.46535, 323.86658;
 373.57452, 394.67587;
 325.68936, 218.77075;
 172.14764, 289.37061;
 274.82413, 199.14352;
 215.04912, 308.03693;
 229.06308, 303.33194;
 423.90332, 316.99869;
 390.85129, 426.35507;
 412.40872, 399.46936;
 215.33704, 323.5415;
 229.77386, 259.01868;
 208.43686, 259.45294;
 258.28488, 219.76796;
 310.19992, 224.93846;
 230.89157, 339.09711;
 211.5869, 307.09302;
 186.47662, 300.39471;
 147.22629, 284.18262;
 242.73132, 255.20398;
 274.83557, 230.94432;
 253.94919, 243.66403;
 261.38495, 221.43826;
 466.86978, 307.47687;
 241.55222, 329.65634;
 238.91907, 302.9744;
 240.82982, 333.19702;
 288.02774, 309.50085;
 194.4339, 305.22739;
 176.54776, 290.11276;
 234.75873, 341.10733;
 405.99283, 399.3573;
 333.75916, 243.2861;
 231.74046, 317.90192;
 230.67365, 282.43231;
 281.23822, 192.96332;
 200.18983, 259.06488;
 217.24634, 314.77823;
 361.89206, 435.96133;
 262.60172, 209.83261;
 411.7746, 444.07617;
 161.99501, 284.37589;
 429.75919, 376.49384;
 454.41605, 333.17697;
 471.87814, 328.44382;
 435.95502, 377.2944;
 451.16989, 350.91656;
 297.78751, 213.16202;
 159.22791, 295.95557;
 477.01706, 325.16248;
 242.34286, 224.23178;
 420.41541, 388.19617;
 415.90811, 402.07541;
 431.18155, 289.84717;
 457.12027, 307.39627;
 457.75946, 323.33197;
 439.55438, 361.21307;
 428.41718, 354.21262;
 393.74512, 298.28827;
 278.22211, 379.85736;
 313.93362, 388.12872;
 309.0397, 346.58142;
 217.84988, 329.38181;
 239.83035, 323.35968;
 227.84746, 298.42825;
 337.14166, 240.85426;
 464.77634, 359.40195;
 270.29361, 224.81929;
 286.94193, 195.59839;
 291.99738, 198.98343;
 293.87857, 214.31473;
 208.44931, 277.97522;
 331.88239, 319.99179;
 369.16724, 262.17352;
 448.19925, 296.57953;
 212.40074, 268.12704;
 193.44235, 266.93674;
 334.10703, 227.02785;
 200.5809, 296.35101;
 281.5488, 251.05383;
 338.31943, 433.15421;
 385.92932, 428.30411;
 293.01959, 371.18265;
 209.6902, 321.55066;
 385.65536, 405.89798;
 191.0639, 306.28384;
 294.76855, 396.11136;
 321.69589, 418.95438;
 221.47301, 308.44556;
 426.55981, 355.32062;
 355.93573, 240.28366;
 434.24802, 321.90598;
 233.05148, 232.45433;
 215.91238, 290.73053;
 315.82251, 231.66422;
 215.28053, 248.17857;
 235.45894, 230.38387;
 376.88486, 243.99974;
 212.5345, 285.56036;
 317.10751, 229.97748;
 292.90274, 210.76956;
 202.82494, 279.401;
 158.85754, 276.7883;
 275.69281, 219.94794;
 214.33818, 274.33569;
 289.89957, 241.34222;
 300.63589, 218.23074;
 382.01352, 291.66312;
 255.51816, 229.05316;
 281.21439, 382.93152;
 355.79654, 425.76721;
 420.49072, 386.95798;
 259.63104, 362.39301;
 403.52988, 272.07083;
 383.10382, 258.23074;
 438.43573, 342.71524;
 458.99088, 323.82669;
 341.30014, 243.72084;
 270.70816, 212.92537;
 294.50226, 229.76823;
 291.88699, 201.85997;
 286.35358, 211.0919;
 267.98743, 207.34732;
 260.30991, 220.12602;
 409.99915, 422.14056;
 324.40018, 423.69464;
 402.26794, 322.12408;
 401.65222, 418.71558;
 415.35504, 362.22064;
 431.25, 371.71591;
 377.19382, 419.07782;
 422.01556, 354.0062;
 447.46912, 344.01578;
 470.67783, 311.00287;
 440.32791, 290.49307;
 401.40323, 413.4906;
 455.36566, 306.62125;
 327.65405, 403.24338;
 401.69998, 377.36682;
 426.61789, 349.66049;
 317.16144, 416.39584;
 364.08722, 406.05173;
 411.95612, 382.7757;
 465.07541, 313.40179;
 441.42288, 300.24121;
 445.42203, 383.15051;
 416.03717, 362.88116;
 397.4631, 390.37952;
 369.56271, 435.62247;
 440.31104, 311.88339;
 410.29791, 397.49548;
 434.2623, 272.93152;
 465.99533, 366.64352;
 354.51175, 424.58707;
 387.53323, 420.75101;
 458.38788, 379.18469;
 326.71143, 401.82611;
 328.62915, 421.36432;
 308.20227, 399.62976;
 378.72668, 420.23132;
 277.07407, 378.55096;
 484.65628, 344.3996;
 410.10141, 389.67993;
 450.26428, 324.6853;
 474.19812, 321.09833;
 446.58594, 302.57605;
 456.05634, 349.96964;
 462.78226, 305.28058;
 394.63147, 268.65759;
 372.96271, 237.55693;
 396.91977, 267.51831;
 460.73495, 374.44934;
 458.49719, 312.82596;
 334.11014, 233.12424;
 361.34717, 243.21732;
 324.49112, 223.61151;
 453.99155, 319.28867;
 425.61917, 303.63815;
 348.44754, 237.00267;
 267.99652, 199.84901;
 296.85391, 203.67278;
 318.46936, 214.98045;
 273.09094, 181.31291;
 370.04935, 255.06709;
 184.70166, 264.93835;
 453.48999, 354.90936;
 408.62094, 267.91064;
 363.52493, 266.1539;
 434.1734, 283.71228;
 389.54514, 303.42709;
 417.7298, 314.60248;
 259.46725, 208.78708;
 381.04739, 260.69199;
 356.03906, 249.91347;
 169.05014, 283.16129;
 252.4359, 201.85527;
 159.58626, 267.14276;
 160.34129, 256.90488;
 209.93347, 243.41023;
 158.51492, 269.99017;
 267.67291, 177.80412;
 252.19263, 207.57234;
 269.56509, 194.29448;
 208.07249, 245.71393;
 228.87679, 230.39873;
 183.42285, 270.70294;
 185.52415, 274.93561;
 240.96342, 222.90562;
 261.88809, 205.22639;
 197.29861, 257.6008;
 174.31461, 275.79779;
 237.91286, 241.63039;
 205.91844, 277.83188;
 285.86719, 208.63773;
 300.58344, 216.97038;
 322.81165, 221.69009;
 311.23965, 212.21371;
 297.39493, 205.75151;
 216.4742, 321.5369;
 317.87146, 217.19432;
 162.48845, 292.6593;
 256.97043, 174.58022;
 251.53346, 218.32091;
 279.32693, 206.46767;
 345.98447, 234.80859;
 292.34595, 198.84248;
 332.35031, 212.97041;
 219.81581, 250.75458;
 263.97205, 356.43082;
 195.21545, 303.49341;
 316.61545, 214.26768;
 217.45291, 259.1861;
 239.78296, 340.39899;
 300.08853, 276.75162;
 329.75928, 274.40906;
 368.33212, 251.58083;
 358.64685, 258.19458;
 249.483, 215.05125;
 225.76768, 247.72638;
 247.2627, 226.51045;
 249.39992, 229.07321;
 266.21036, 211.11668;
 392.53931, 263.8381;
 307.69659, 235.65466;
 311.61169, 219.01248;
 333.37799, 230.68597;
 333.10043, 252.52443;
 355.47046, 245.00468;
 352.64871, 263.0094;
 373.67633, 262.39438;
 288.63177, 207.14378;
 172.70786, 295.46689;
 230.75121, 297.5737;
 285.67911, 199.13028;
 241.26086, 234.62364;
 239.49178, 316.00357;
 418.5303, 301.41882;
 405.80551, 287.34744;
 268.27109, 211.30458;
 307.59467, 208.77403;
 339.27151, 226.42285;
 278.41135, 201.29298;
 269.62393, 193.84082;
 194.78925, 306.61081;
 375.93936, 436.40054;
 476.37543, 312.67261;
 354.67224, 233.30606;
 349.7063, 237.29556;
 327.67517, 220.04755;
 397.04791, 269.82086;
 421.97699, 287.54907;
 445.31726, 307.2916;
 411.97821, 276.34305;
 437.53088, 292.99237;
 456.13406, 329.88638;
 378.05621, 261.08374;
 331.74075, 227.11453;
 472.51129, 336.93478;
 464.77585, 311.71048;
 361.79166, 253.69881;
 425.77231, 280.83035;
 469.22064, 306.60083;
 489.02347, 324.15784;
 334.22153, 242.23752;
 457.67029, 305.25607;
 177.53354, 278.45822;
 449.78552, 326.3129;
 250.05952, 211.0954;
 277.85815, 217.83371;
 450.54117, 307.85818;
 404.45251, 273.69;
 430.7236, 299.59;
 379.56586, 265.82657;
 385.37372, 259.50586;
 443.29404, 290.6127;
 417.13089, 274.26981;
 391.78604, 258.88345;
 453.30109, 342.22763;
 476.2493, 340.64798;
 459.30981, 365.02551;
 228.4295, 229.94682;
 286.89923, 195.41151;
 296.98047, 222.67679;
 313.83713, 226.71114;
 476.53848, 322.13773;
 185.47635, 286.8902;
 214.55672, 261.19281;
 457.00183, 338.12772;
 458.49686, 342.04166;
 287.90848, 209.83636;
 402.27597, 274.80048;
 235.48753, 212.13033;
 257.94498, 219.54504;
 464.73843, 323.35077;
 441.27429, 391.25485;
 441.14359, 319.10526;
 249.01849, 211.26999;
 257.81244, 235.7744;
 215.06953, 228.42984;
 184.89627, 264.19354;
 192.8381, 246.70804;
 445.8678, 359.18701;
 207.65114, 245.69339;
 215.34575, 271.43039;
 383.8819, 427.33578;
 369.819, 266.55017;
 447.01559, 317.29959;
 357.89102, 435.85846;
 480.97882, 314.35175;
 205.29329, 261.67944;
 193.73505, 271.99344;
 169.43275, 266.74222;
 308.19022, 223.98726;
 247.85393, 228.50745;
 278.27042, 233.36713;
 392.59866, 422.64587;
 181.66869, 282.02814;
 216.43907, 327.53113;
 182.67776, 307.17316;
 416.3725, 274.52853;
 406.64505, 292.85599;
 394.96048, 284.50827;
 298.03009, 201.73296;
 319.38165, 216.0778;
 397.40146, 438.37878;
 420.11087, 413.92023;
 461.87576, 335.87024;
 437.08688, 357.44498;
 442.48834, 378.80951;
 181.99347, 261.61469;
 163.30241, 288.0899;
 457.77036, 322.45767;
 357.66684, 259.92276;
 359.73004, 275.6077;
 420.46533, 300.93549;
 439.22604, 363.20416;
 398.63409, 418.85168;
 420.68234, 356.74753;
 162.63432, 273.95053;
 191.40977, 290.8963;
 186.82881, 273.02234;
 391.94028, 433.38907;
 177.18538, 303.79935;
 434.09357, 342.452;
 439.14352, 338.20621;
 423.28088, 343.39435;
 448.03729, 339.57208;
 413.61011, 389.35431;
 308.82086, 247.18288;
 201.14148, 291.03723;
 225.26645, 273.56415;
 373.03363, 257.79233;
 388.51721, 282.77747;
 371.66815, 249.95416;
 318.62155, 218.50369;
 204.50194, 312.36163;
 197.95369, 320.88235;
 467.94531, 364.20633;
 315.134, 245.17816;
 294.22705, 245.39752;
 237.89769, 348.99283;
 368.2933, 383.88651;
 377.43671, 398.45001;
 397.93915, 418.98041;
 443.62976, 358.87466;
 454.12415, 362.31793;
 434.33731, 362.6203;
 399.47067, 343.41534;
 433.77493, 382.06723;
 412.63544, 406.34711;
 381.92038, 349.44385;
 237.24237, 239.68729;
 379.18576, 294.88858;
 433.28662, 311.42645;
 414.16922, 331.93332;
 381.69934, 274.79507;
 418.29413, 321.42242;
 370.7215, 277.68298;
 395.05417, 263.41006;
 394.83636, 284.62067;
 332.44849, 405.0827;
 203.57693, 324.51498;
 213.45384, 287.5408;
 402.05627, 384.67581;
 287.87262, 224.80734;
 268.09888, 225.72263;
 227.42731, 244.87741;
 400.81329, 288.81021;
 429.552, 298.54913;
 438.10052, 326.56433;
 363.40918, 434.64462;
 346.2023, 250.16028;
 199.63264, 275.02625;
 399.94678, 442.93494;
 266.65424, 192.7272;
 171.36015, 284.12781;
 200.74457, 258.71976;
 162.39827, 280.13876;
 293.92764, 228.02316;
 348.40894, 233.55737;
 292.11136, 209.43242;
 302.13934, 219.2401;
 246.02194, 223.48921;
 283.87744, 191.75061;
 201.66394, 301.36514;
 298.24353, 216.85181;
 297.37653, 199.13136;
 205.96915, 246.3222;
 225.52274, 226.317;
 479.66455, 312.72067;
 346.72937, 249.17473;
 355.58267, 239.68758;
 353.17911, 242.22502;
 293.91138, 378.46707;
 436.15796, 345.10959;
 394.74039, 430.76797;
 248.17502, 241.52126;
 267.84341, 240.76128;
 247.22702, 258.75638;
 357.77893, 259.979;
 410.75082, 310.13437;
 432.85019, 306.45441;
 362.52786, 244.7189;
 381.9921, 276.70334;
 467.87561, 313.12524;
 373.69382, 241.51996;
 337.77948, 218.62944;
 367.27475, 246.77937;
 405.18985, 254.8484;
 391.31827, 267.91852;
 345.13358, 229.40775;
 345.62753, 233.51787;
 230.99759, 265.02261;
 447.59412, 346.73248;
 203.42345, 279.70776;
 226.0873, 237.66595;
 326.0867, 428.1662;
 340.72232, 439.9071;
 226.25923, 260.67841;
 298.52142, 232.92819;
 329.73184, 238.72809;
 166.90016, 261.93277;
 341.46356, 225.64165;
 430.39053, 285.93503;
 332.25546, 224.0666;
 325.67606, 213.97182;
 211.36464, 251.96062;
 252.8862, 263.46344;
 324.74384, 218.95242;
 316.95139, 206.10432;
 272.88937, 214.48647;
 232.79745, 234.64809;
 303.23303, 209.26572;
 173.35118, 295.69196;
 219.16504, 296.69788;
 303.67911, 221.1346;
 228.14104, 224.45222;
 268.42505, 223.68689;
 216.32629, 256.83139;
 327.11191, 240.39659;
 324.49338, 232.03575;
 255.1891, 195.07423;
 204.07013, 306.65448;
 265.44925, 203.08052;
 252.29623, 207.27661;
 271.62338, 196.80922;
 264.52328, 227.3701;
 376.44064, 279.73547;
 382.40082, 264.17822;
 441.10391, 296.17377;
 418.63336, 285.74783;
 411.78491, 270.56879;
 403.24637, 259.10684;
 423.41867, 315.0668;
 258.87494, 220.51157;
 274.42914, 180.38202;
 251.93764, 222.00255;
 200.68214, 251.29674;
 198.74387, 267.85046;
 163.28363, 277.06955;
 326.64508, 428.81552;
 487.90228, 317.87076;
 487.99054, 317.66183;
 284.47556, 211.70123;
 488.02115, 317.24316;
 272.57812, 197.73856;
 286.19608, 193.61787;
 447.7009, 294.36166;
 488.20724, 317.70114;
 326.53287, 428.92465;
 488.25848, 316.96777;
 185.68428, 258.62427;
 274.58612, 177.96661;
 242.60066, 212.81425;
 400.24762, 416.55923;
 235.94296, 211.02187;
 438.61685, 362.11417;
 464.23685, 301.46725;
 254.2045, 219.88391;
 195.84816, 260.81601;
 202.14711, 306.68433;
 487.97299, 316.79727;
 326.4035, 428.49448;
 271.26169, 187.97031;
 193.61983, 268.64871;
 191.58884, 287.95471;
 214.92162, 229.01801;
 193.25764, 246.24686;
 171.04138, 260.90158;
 156.18156, 269.33609;
 180.76924, 253.22113;
 222.5685, 233.47765;
 449.11758, 350.53864;
 263.83679, 228.40787;
 232.11516, 221.73767;
 279.93277, 212.66679;
 429.05264, 367.67859;
 181.82964, 307.99808;
 255.33737, 198.60957;
 487.77591, 316.39151;
 397.05157, 265.18341;
 279.06894, 197.70491;
 325.82199, 225.54962;
 344.5834, 227.74214;
 268.54767, 183.07709;
 284.79446, 193.49234;
 304.89642, 212.42928;
 373.40515, 238.49643;
 488.22455, 316.4313;
 263.78052, 211.42654;
 317.90268, 213.49934;
 487.54288, 315.10495;
 326.30914, 426.19858;
 326.6261, 426.32748;
 283.06592, 207.92491;
 487.82626, 314.78772;
 252.78612, 223.46579;
 272.6138, 200.99269;
 172.06175, 303.9072;
 155.03168, 277.61798;
 459.26755, 307.22461;
 227.00581, 246.50191;
 244.46394, 216.88684;
 273.61188, 225.31201;
 419.21906, 270.54315;
 438.84363, 361.1076;
 287.51242, 192.40457;
 263.74423, 201.23616;
 283.17114, 223.94952;
 312.3631, 216.49231;
 487.96564, 314.90485;
 399.9794, 418.36279;
 253.11827, 181.90112;
 228.78104, 224.06691;
 193.55681, 271.40469;
 158.08856, 268.44049;
 291.19345, 204.36;
 272.78156, 213.25266;
 292.31964, 205.70403;
 291.13675, 196.99879;
 420.47629, 387.57251;
 434.89331, 282.90741;
 205.62242, 259.56525;
 284.25488, 216.1189;
 296.79007, 190.3801;
 200.30873, 263.39117;
 345.5318, 236.06348;
 223.09784, 312.74298;
 443.59726, 297.08578;
 191.69928, 291.34714;
 282.12906, 185.47202;
 340.1611, 226.7692;
 232.68988, 211.97316;
 248.28271, 225.62407;
 265.45853, 188.84325;
 306.08856, 204.9821;
 311.33572, 206.39655;
 472.40863, 328.85129;
 464.24835, 306.33627;
 326.60217, 426.6351;
 207.01134, 278.04446;
 252.45296, 232.21623;
 208.15276, 242.97989;
 180.17703, 278.20819;
 457.3931, 302.09903;
 204.71783, 244.85553;
 182.54045, 268.15225;
 326.30316, 222.74765;
 301.31396, 193.83904;
 326.33914, 426.68518;
 250.18703, 207.87024;
 229.24019, 225.72803;
 268.4332, 207.94148;
 227.35306, 227.19223;
 268.79892, 220.24153;
 247.36145, 204.07812;
 259.15427, 211.54718;
 292.59067, 208.63445;
 248.14951, 238.87051;
 277.76096, 212.47868;
 238.93793, 228.16966;
 456.60419, 333.36719;
 488.78589, 321.01144;
 346.68768, 228.50183;
 227.85735, 240.58626;
 183.54756, 295.26227;
 224.60973, 305.18542;
 238.02208, 244.85539;
 447.24707, 290.47885;
 288.4162, 219.96674;
 349.24091, 231.52521;
 323.54474, 216.83861;
 205.4729, 306.95209;
 334.51358, 233.96625;
 297.60837, 214.71219;
 318.86984, 225.46516;
 217.51378, 247.56569;
 269.37384, 234.10045;
 201.19377, 288.90936;
 468.07874, 310.40311;
 395.53033, 258.56824;
 288.6593, 211.75273;
 297.44366, 202.34665;
 408.30801, 258.16272;
 401.39694, 252.55962;
 301.38739, 205.9308;
 262.17542, 199.7056;
 272.52737, 216.27112;
 251.69839, 233.55264;
 271.33401, 214.07692;
 281.66373, 192.99861;
 264.7345, 221.37132;
 291.61047, 209.83746;
 312.62836, 206.82269;
 262.76337, 208.47861;
 283.04214, 207.27077;
 243.6644, 225.7847;
 174.30614, 289.54276;
 293.01068, 193.5181;
 193.00575, 312.06207;
 164.2114, 272.23895;
 487.81876, 315.76462;
 252.91814, 215.32568;
 272.11676, 201.98253;
 263.49963, 207.50487;
 189.57846, 296.94733;
 487.73776, 315.89975;
 258.60971, 216.37062;
 487.5896, 315.73782;
 249.36781, 210.96979;
 176.54401, 274.68759;
 282.96582, 207.13997;
 238.35367, 221.79314;
 286.35413, 195.14868;
 338.91571, 226.61673;
 209.88991, 237.4826;
 243.78926, 223.17448;
 335.49356, 235.69815;
 253.52612, 198.63901;
 207.71809, 305.71481;
 205.36809, 246.74333;
 223.74794, 239.29291;
 324.75424, 226.71996;
 184.60878, 297.83008;
 213.99443, 333.63596;
 348.16104, 237.80186;
 303.36374, 217.10062;
 187.86603, 284.58844;
 206.90715, 269.70651;
 200.506, 255.35362;
 395.77991, 264.73654;
 223.51613, 350.15683;
 313.65808, 245.13185;
 328.04764, 227.11833;
 394.44797, 275.68375;
 216.04872, 313.74078;
 182.37016, 278.55801;
 313.69022, 222.87132;
 292.88821, 248.15414;
 197.54897, 275.31122;
 234.56558, 319.92032;
 420.90546, 285.27261;
 321.81366, 220.89281;
 292.43127, 233.41571;
 410.49973, 270.4057;
 274.3761, 193.86955;
 436.82724, 287.52325;
 268.09448, 210.50006;
 355.68088, 234.2679;
 212.11812, 243.19806;
 227.49387, 228.88789;
 344.04291, 234.53596;
 260.13589, 205.62448;
 318.88, 228.80299;
 234.89729, 211.31235;
 189.68683, 241.36475;
 201.37552, 274.42432;
 180.39952, 274.95728;
 202.72377, 254.5399;
 226.02945, 257.50003;
 252.81204, 229.38116;
 263.62491, 222.39044;
 367.5585, 248.13396;
 372.10706, 249.91353;
 293.18704, 209.68906;
 420.54657, 298.28503;
 195.34036, 293.65897;
 284.78726, 190.06041;
 453.4678, 353.16547;
 454.54056, 322.26251;
 447.9342, 316.5708;
 470.15958, 332.57611;
 230.78012, 317.70691;
 222.37654, 238.47231;
 362.98126, 434.1384;
 286.58508, 208.83978;
 287.97577, 224.42299;
 248.43948, 225.23352;
 207.55061, 294.9343;
 197.94289, 296.63293;
 222.21698, 231.54419;
 278.22113, 215.40646;
 206.60898, 278.02557;
 242.32294, 215.53278;
 254.78397, 209.94402;
 244.42113, 235.57408;
 448.07407, 301.98407;
 309.33606, 236.20052;
 307.58435, 223.34579;
 375.68143, 267.50699;
 393.85626, 282.51932;
 237.5981, 249.54674;
 357.69681, 253.70016;
 189.52319, 267.78391;
 232.45984, 248.40471;
 463.57489, 309.33276;
 451.85245, 330.89188;
 268.76202, 223.41415;
 268.62622, 238.83279;
 206.28928, 258.75369;
 225.06825, 323.18704;
 184.67336, 284.39844;
 225.76558, 305.38083;
 208.33269, 278.05765;
 238.7562, 231.35068;
 206.02504, 314.22623;
 230.95865, 248.52844;
 272.80527, 213.51659;
 283.03342, 203.84631;
 268.50253, 192.49811;
 187.92619, 252.13202;
 447.88239, 286.38855;
 420.07477, 277.93546;
 452.64676, 345.16034;
 435.44083, 359.65479;
 459.3298, 319.44421;
 390.65546, 265.23761;
 432.51996, 300.99777;
 424.83459, 282.53424;
 448.0907, 318.82971;
 406.58627, 281.57092;
 399.23187, 266.08408;
 477.64172, 319.52573;
 347.13443, 241.6189;
 378.50702, 250.51855;
 363.79111, 258.48862;
 214.27701, 331.17709;
 182.54257, 264.04599;
 160.17026, 284.0899;
 216.68781, 251.35181;
 179.57993, 293.3663;
 189.0731, 302.01862;
 354.4617, 267.09204;
 452.68408, 300.64639;
 357.50406, 254.86078;
 456.53391, 313.58392;
 428.64923, 284.67102;
 443.88016, 357.61981;
 236.2018, 353.31763;
 336.54956, 255.67551;
 254.67899, 331.29706;
 259.13452, 229.70377;
 203.45311, 243.64011;
 222.35155, 287.1698;
 221.31512, 305.26749;
 226.27031, 336.70947;
 194.90919, 267.93167;
 233.28142, 228.44135;
 169.15262, 284.87781;
 400.7189, 282.44485;
 377.98245, 256.79303;
 249.65428, 317.08688;
 402.34958, 273.72256;
 226.84554, 258.50281;
 181.52313, 278.39883;
 298.12347, 199.81496;
 282.6676, 221.50706;
 259.74524, 203.64546;
 218.1093, 237.78835;
 445.63782, 332.65829;
 199.42261, 312.66837;
 214.60588, 300.34683;
 434.20837, 352.76883;
 435.8934, 344.02106;
 249.69229, 357.58133;
 225.93878, 244.58809;
 248.58937, 239.35345;
 225.88847, 275.97849;
 161.22925, 278.51978;
 329.71497, 234.12973;
 431.88351, 319.62827;
 161.96069, 274.17728;
 318.42719, 212.80168;
 213.36305, 287.6235;
 249.12483, 208.39636;
 263.35385, 222.31657;
 304.69366, 203.89017;
 433.36188, 314.47513;
 208.28018, 301.30603;
 304.04843, 214.51666;
 369.96097, 259.02557;
 305.37088, 247.21167;
 219.90573, 286.95258;
 347.04117, 242.87462;
 433.85199, 376.90793;
 459.51385, 342.21606;
 224.96455, 293.76315;
 287.85147, 224.0399;
 204.69949, 275.94244;
 289.10751, 237.89236;
 268.6748, 239.17139;
 180.0233, 281.39569;
 192.82106, 285.57819;
 208.38353, 239.61664;
 273.70074, 210.20764;
 228.77197, 223.53268;
 287.40219, 203.14391;
 195.68558, 255.30351;
 240.27055, 324.0769;
 395.24323, 413.72598;
 424.37506, 365.0192;
 354.97415, 417.91904;
 415.46835, 393.01315;
 356.90408, 451.3266;
 324.70706, 370.28;
 420.5322, 392.84521;
 416.7818, 404.39236;
 391.36185, 435.05768;
 374.27121, 420.9122;
 351.8974, 250.11092;
 412.83554, 339.17917;
 387.61276, 275.59784;
 438.34091, 319.99454;
 413.69812, 290.1311;
 440.27701, 311.31039;
 377.46298, 449.62729;
 359.56189, 246.53052;
 190.71439, 314.09525;
 200.48578, 298.44885;
 241.9166, 330.41284;
 169.49615, 290.08301;
 370.04752, 412.43069;
 200.58662, 274.17755;
 417.99911, 311.30566;
 391.21777, 322.48672;
 369.66565, 267.3559;
 197.61797, 267.91672;
 307.74054, 210.12639;
 292.94623, 198.32603;
 265.66202, 204.0726;
 326.12277, 214.63115;
 354.58487, 241.16936;
 307.4809, 216.85463;
 172.56996, 272.94632;
 310.90186, 213.73566;
 349.04568, 228.08749;
 326.11157, 245.02356;
 247.5569, 220.73401;
 385.54642, 405.63773;
 244.41762, 233.41698;
 245.07314, 217.46313;
 419.97568, 274.23697;
 395.17609, 260.30502;
 446.22626, 293.8717;
 224.89073, 236.73083;
 371.63638, 243.64706;
 226.6429, 237.39662;
 223.92468, 234.62639;
 329.50443, 223.02968;
 329.17334, 229.9812;
 245.96205, 219.68173;
 351.4079, 245.51208;
 351.02151, 239.19968;
 288.79004, 227.75679;
 331.02869, 239.57594;
 290.92361, 199.96399;
 308.50558, 232.83742;
 282.11917, 185.9493;
 265.14621, 201.44806;
 241.80223, 311.68289;
 219.63284, 303.12646;
 202.82329, 254.50732;
 278.49481, 194.03169;
 258.63718, 211.05826;
 259.31992, 206.49956;
 238.45258, 227.6019;
 278.26944, 190.99139;
 238.62801, 238.53946;
 239.14482, 222.93491;
 251.11034, 332.20404;
 244.13448, 350.90198;
 376.81339, 447.77106;
 301.6517, 393.26639;
 275.99265, 372.37299;
 399.85846, 420.5658;
 410.28839, 271.16891;
 437.2532, 292.35413;
 261.67853, 361.48773;
 317.2229, 392.60767;
 348.37067, 422.50513;
 414.24109, 373.91675;
 340.50653, 436.31979;
 376.79706, 269.36798;
 423.87866, 284.89444;
 317.53815, 219.34111;
 337.97424, 220.61565;
